provenance,setting,domain,split,input_group,method,human_order,median_scores,complete,pairwise,top_region,best_of_4,rank_regret,cost_units
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0055,Metric ensemble,1|2|0|3,-0.52437547|-1.88343750|1.62205069|-2.05202853,1,0.66666667,0.60000000,0.00000000,0.33333333,0.647553
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0056,Metric ensemble,3|0|2|1,-0.35105204|-1.17684314|-1.36811001|1.59256727,1,0.83333333,1.00000000,1.00000000,0.00000000,0.708705
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0057,Metric ensemble,1|0|3|2,0.16252712|-1.13019354|-0.55078445|-3.39962913,1,0.50000000,0.60000000,0.00000000,0.33333333,0.525975
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0058,Metric ensemble,3|2|0|1,-2.02228214|-0.26435416|0.22454843|-1.19043704,1,0.50000000,0.60000000,0.00000000,0.33333333,0.662793
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0059,Metric ensemble,2|3|1|0,-2.91486212|-0.86551183|0.39737527|-0.77887460,1,1.00000000,1.00000000,1.00000000,0.00000000,0.569188
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0060,Metric ensemble,1|0|2|3,-0.67255453|-2.91124955|-1.38284696|-1.47522996,1,0.50000000,0.40000000,0.00000000,0.33333333,0.707973
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0061,Metric ensemble,0|1|3|2,-0.66052027|-2.27575694|-1.37568781|-0.71268084,1,0.66666667,0.60000000,1.00000000,0.00000000,0.556967
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0062,Metric ensemble,1|3|0|2,-2.19856691|-0.19937677|-0.03992801|1.26889310,1,0.50000000,0.60000000,0.00000000,0.33333333,0.634271
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0063,Metric ensemble,1|2|3|0,0.94177543|0.59172988|1.24105148|-2.64822065,1,0.50000000,0.60000000,0.00000000,0.33333333,0.419839
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0064,Metric ensemble,2|0|1|3,-1.87718198|-0.71570491|1.19122938|-0.55944341,1,0.50000000,0.60000000,1.00000000,0.00000000,0.673528
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0065,Metric ensemble,3|2|1|0,0.26734827|1.46587512|-0.51216734|1.03850619,1,0.50000000,0.40000000,0.00000000,0.66666667,0.605591
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0066,Metric ensemble,0|2|1|3,0.86723091|4.71780723|-0.09294432|2.84738469,1,0.33333333,0.20000000,0.00000000,0.66666667,0.612355
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0067,Metric ensemble,0|3|1|2,0.08429787|0.08147325|-1.40168393|0.84098473,1,0.83333333,0.80000000,0.00000000,0.33333333,0.536242
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0068,Metric ensemble,2|0|1|3,2.17883168|-0.58325494|-2.28448254|-3.49370325,1,0.66666667,0.60000000,0.00000000,0.33333333,0.502691
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0069,Metric ensemble,3|0|2|1,-1.14273324|-2.05324271|0.72378443|-1.15136174,1,0.50000000,0.40000000,0.00000000,0.66666667,0.708073
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0070,Metric ensemble,0|2|3|1,2.59730657|-4.91362216|1.03591572|1.56063654,1,0.83333333,0.80000000,1.00000000,0.00000000,0.740703
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0071,Metric ensemble,3|0|2|1,-0.84347767|-0.87002877|2.55110575|2.06373845,1,0.66666667,0.60000000,0.00000000,0.66666667,0.671911
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0072,Metric ensemble,2|3|1|0,2.54493803|-2.80127016|-0.40262655|-0.96925759,1,0.50000000,0.60000000,0.00000000,1.00000000,0.560573
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0073,Metric ensemble,3|0|2|1,-1.59084214|0.21313343|2.22119863|2.48119256,1,0.66666667,0.60000000,1.00000000,0.00000000,0.654332
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0074,Metric ensemble,0|2|1|3,0.62986492|-1.21103410|1.11353294|-3.37485240,1,0.83333333,0.80000000,0.00000000,0.33333333,0.606610
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0075,Metric ensemble,3|2|0|1,-1.91566785|-1.41462009|0.73776666|4.16382025,1,0.83333333,1.00000000,1.00000000,0.00000000,0.708533
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0076,Metric ensemble,1|0|2|3,-1.88340832|-0.00996036|2.02762032|-1.24482746,1,0.50000000,0.40000000,0.00000000,0.66666667,0.665268
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0077,Metric ensemble,3|1|0|2,0.88614329|2.02214963|0.18107873|0.93454398,1,0.83333333,0.80000000,0.00000000,0.33333333,0.880967
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0078,Metric ensemble,0|2|3|1,-0.28133138|1.54176091|-1.67247889|0.07105708,1,0.16666667,0.20000000,0.00000000,1.00000000,0.601473
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0079,Metric ensemble,2|1|0|3,-1.92529899|-0.97962982|0.07421223|-0.74740754,1,0.66666667,0.80000000,1.00000000,0.00000000,0.611863
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0080,Metric ensemble,1|0|2|3,1.13363193|-0.28931475|-2.61502883|-2.70590282,1,0.83333333,0.80000000,0.00000000,0.33333333,0.541904
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0081,Metric ensemble,2|0|1|3,-1.43195561|0.49650603|-0.29159452|-4.43837041,1,0.66666667,0.60000000,0.00000000,0.66666667,0.492603
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0082,Metric ensemble,3|2|1|0,-0.23822741|-1.79082829|2.68571140|-0.12934445,1,0.66666667,0.80000000,0.00000000,0.33333333,0.688707
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0083,Metric ensemble,0|2|1|3,2.62783042|-0.61561013|1.32097292|-1.77640822,1,1.00000000,1.00000000,1.00000000,0.00000000,0.636164
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0084,Metric ensemble,1|0|2|3,0.94966056|2.72163471|0.73993611|-0.64263047,1,1.00000000,1.00000000,1.00000000,0.00000000,0.723296
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0085,Metric ensemble,3|0|1|2,1.15715824|1.46902753|-0.13500058|1.15175815,1,0.50000000,0.40000000,0.00000000,0.66666667,0.522900
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0086,Metric ensemble,1|3|0|2,-2.06348593|-1.27340989|-2.51495480|-2.19716319,1,0.83333333,0.80000000,1.00000000,0.00000000,0.438610
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0087,Metric ensemble,0|1|2|3,0.04260730|-1.81082037|-5.14375820|-1.35291274,1,0.66666667,0.80000000,1.00000000,0.00000000,0.821944
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0088,Metric ensemble,3|1|2|0,0.81487911|-4.29902445|-0.12248228|2.16731663,1,0.50000000,0.60000000,1.00000000,0.00000000,0.756976
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0089,Metric ensemble,1|3|2|0,-2.74328950|4.55652561|0.84999884|0.20426453,1,0.83333333,0.80000000,1.00000000,0.00000000,0.516632
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0090,Metric ensemble,3|1|0|2,0.53054839|-0.12853549|-0.46183176|-0.61691645,1,0.33333333,0.20000000,0.00000000,0.66666667,0.899239
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0091,Metric ensemble,1|2|0|3,-0.87540131|2.34407089|0.26895104|-1.71562920,1,1.00000000,1.00000000,1.00000000,0.00000000,0.659815
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0092,Metric ensemble,2|0|3|1,-2.40442638|0.48851183|1.23302528|1.41685612,1,0.50000000,0.40000000,0.00000000,0.66666667,0.594797
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0093,Metric ensemble,3|0|1|2,-2.42461168|2.81221091|-1.98262101|1.28746846,1,0.50000000,0.40000000,0.00000000,0.66666667,0.573327
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0094,Metric ensemble,0|2|3|1,3.95534276|2.73862745|0.53328877|1.29181386,1,0.50000000,0.60000000,1.00000000,0.00000000,0.620472
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0095,Metric ensemble,1|2|3|0,-2.62303719|0.90420105|-2.76823752|-0.47405685,1,0.66666667,0.60000000,1.00000000,0.00000000,0.529662
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0096,Metric ensemble,3|1|0|2,-3.27277040|0.87271949|0.00675206|-0.28688897,1,0.50000000,0.60000000,0.00000000,0.33333333,0.748429
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0097,Metric ensemble,3|2|1|0,-0.68108140|0.25447554|-0.53603070|3.72286991,1,0.83333333,0.80000000,1.00000000,0.00000000,0.574629
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0098,Metric ensemble,3|2|1|0,-1.42685065|-0.37056680|-2.30272907|0.42300392,1,0.66666667,0.60000000,1.00000000,0.00000000,0.735320
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0099,Metric ensemble,1|0|2|3,1.38786144|4.97955614|-2.62055484|-0.76314614,1,0.83333333,1.00000000,1.00000000,0.00000000,1.078433
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0100,Metric ensemble,3|2|0|1,0.00699363|-2.52072352|0.43001323|3.38337444,1,1.00000000,1.00000000,1.00000000,0.00000000,0.549773
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0101,Metric ensemble,1|3|2|0,0.70400111|-0.06258747|0.17995467|1.14977843,1,0.33333333,0.40000000,0.00000000,0.33333333,0.651244
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0102,Metric ensemble,2|0|3|1,1.01052877|-0.66368638|-1.62984722|-1.81978559,1,0.50000000,0.60000000,0.00000000,0.33333333,0.697976
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0103,Metric ensemble,0|1|2|3,1.43683396|3.14171560|-2.82547373|-5.01916130,1,0.83333333,0.80000000,0.00000000,0.33333333,0.523972
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0104,Metric ensemble,3|2|1|0,0.10033430|-2.03119044|1.04137563|-0.21050880,1,0.50000000,0.60000000,0.00000000,0.33333333,0.677413
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0105,Metric ensemble,0|2|3|1,2.97642525|-1.35566735|-0.56812502|-0.33174996,1,0.83333333,0.80000000,1.00000000,0.00000000,0.798225
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0106,Metric ensemble,2|0|3|1,-0.55420036|-0.71399273|0.43583814|-0.15304684,1,0.83333333,0.80000000,1.00000000,0.00000000,0.385969
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0107,Metric ensemble,1|3|0|2,0.89413423|3.29275260|-0.09758323|1.90639937,1,1.00000000,1.00000000,1.00000000,0.00000000,0.587083
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0108,Metric ensemble,3|0|1|2,-1.17708788|0.32681654|-1.94565372|1.36786160,1,0.83333333,0.80000000,1.00000000,0.00000000,0.542198
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0109,Metric ensemble,1|2|0|3,1.87400440|0.02945930|1.19833219|-4.17620134,1,0.50000000,0.40000000,0.00000000,0.66666667,0.903700
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0110,Metric ensemble,1|3|2|0,2.69729374|0.52445142|-0.17205356|0.61643337,1,0.33333333,0.40000000,0.00000000,1.00000000,0.598817
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0111,Metric ensemble,2|3|0|1,1.66436307|-2.66894193|-1.16099316|-0.07680381,1,0.50000000,0.40000000,0.00000000,0.66666667,0.553007
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0112,Metric ensemble,1|3|0|2,0.54358694|2.18593948|-0.26142157|0.90045344,1,1.00000000,1.00000000,1.00000000,0.00000000,0.524695
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0113,Metric ensemble,1|2|0|3,2.98667220|-1.53564339|-0.52018142|-0.62612745,1,0.33333333,0.20000000,0.00000000,0.66666667,0.838969
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0114,Metric ensemble,1|0|2|3,0.39457684|3.73919884|-0.96882021|-1.71013068,1,1.00000000,1.00000000,1.00000000,0.00000000,0.661948
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0115,Metric ensemble,2|1|0|3,-0.90191961|2.85612687|-1.52498371|-4.04883805,1,0.66666667,0.60000000,0.00000000,0.33333333,0.590229
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0116,Metric ensemble,0|2|3|1,1.11004079|-0.84626465|-1.10792463|-1.09352703,1,0.50000000,0.60000000,1.00000000,0.00000000,0.696688
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0117,Metric ensemble,3|2|1|0,-2.00461425|-0.63627759|-1.21048196|3.13729339,1,0.83333333,0.80000000,1.00000000,0.00000000,0.720116
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0118,Metric ensemble,2|3|1|0,-1.00541079|1.91763878|-0.32192473|2.05461267,1,0.66666667,0.60000000,0.00000000,0.33333333,0.863242
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0119,Metric ensemble,3|1|0|2,-1.60823267|0.59421727|-0.01222418|-0.98024342,1,0.50000000,0.60000000,0.00000000,0.33333333,0.601791
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0120,Metric ensemble,0|3|2|1,4.66956212|-1.42475912|-0.11656925|0.30775608,1,1.00000000,1.00000000,1.00000000,0.00000000,0.675852
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0121,Metric ensemble,3|1|0|2,1.86468191|1.10815755|0.54983381|1.52397265,1,0.66666667,0.60000000,0.00000000,0.66666667,0.612562
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0122,Metric ensemble,3|1|0|2,2.21507230|-2.99895761|1.48298086|0.88669702,1,0.33333333,0.20000000,0.00000000,0.66666667,0.825926
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0123,Metric ensemble,2|1|3|0,0.52072419|-2.98642505|2.64635303|0.13164052,1,0.50000000,0.60000000,1.00000000,0.00000000,0.499876
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0124,Metric ensemble,0|2|1|3,1.37239319|0.77654348|-0.89226110|0.88789870,1,0.50000000,0.60000000,1.00000000,0.00000000,0.745686
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0125,Metric ensemble,0|1|3|2,1.71953296|0.33002467|-0.95088314|-0.92386771,1,1.00000000,1.00000000,1.00000000,0.00000000,0.516725
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0126,Metric ensemble,1|0|2|3,0.82233812|-0.21920835|-1.82474699|-4.83178572,1,0.83333333,0.80000000,0.00000000,0.33333333,0.668271
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0127,Metric ensemble,1|0|3|2,-2.01559305|-1.56450703|-0.97661744|-1.84743689,1,0.33333333,0.40000000,0.00000000,1.00000000,0.603134
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0128,Metric ensemble,0|1|3|2,0.32302010|-2.63594946|-1.53674798|-1.80000074,1,0.50000000,0.60000000,1.00000000,0.00000000,0.540803
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0129,Metric ensemble,1|2|3|0,2.09211578|0.89486248|4.03759772|-0.03036794,1,0.50000000,0.60000000,0.00000000,0.33333333,0.642635
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0130,Metric ensemble,3|1|0|2,-2.03938152|-1.22388087|-4.36921161|2.40379017,1,1.00000000,1.00000000,1.00000000,0.00000000,0.605435
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0131,Metric ensemble,1|3|2|0,-2.09170432|2.97667488|-0.77009273|2.01801163,1,1.00000000,1.00000000,1.00000000,0.00000000,0.523067
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0132,Metric ensemble,1|0|3|2,-0.65277584|2.33939780|-0.97846294|-0.12464292,1,0.83333333,0.80000000,1.00000000,0.00000000,0.589189
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0133,Metric ensemble,3|1|2|0,-2.26251850|2.18064860|0.28510105|3.53911358,1,1.00000000,1.00000000,1.00000000,0.00000000,0.867202
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0134,Metric ensemble,1|0|2|3,-0.07516629|1.33566821|1.13084489|-2.74275916,1,0.83333333,0.80000000,1.00000000,0.00000000,0.663650
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0135,Metric ensemble,2|0|1|3,0.75918511|1.76299020|-0.10214198|-1.54226023,1,0.50000000,0.40000000,0.00000000,0.66666667,0.580027
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0136,Metric ensemble,1|3|2|0,-1.80385766|3.39431129|-2.19757942|-1.26678128,1,0.83333333,1.00000000,1.00000000,0.00000000,0.554395
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0137,Metric ensemble,1|3|0|2,-0.98025588|0.40170390|0.03232969|3.45190278,1,0.66666667,0.80000000,0.00000000,0.33333333,0.600416
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0138,Metric ensemble,2|3|0|1,-2.07575138|-1.43007461|-0.66715615|-1.07845377,1,0.83333333,1.00000000,1.00000000,0.00000000,0.752634
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0139,Metric ensemble,3|2|1|0,1.07004794|-1.16187945|0.02063339|4.12311975,1,0.66666667,0.80000000,1.00000000,0.00000000,0.642956
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0140,Metric ensemble,2|0|3|1,1.66260211|0.56253519|2.29103675|-0.11191558,1,0.83333333,1.00000000,1.00000000,0.00000000,0.613827
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0141,Metric ensemble,2|1|0|3,1.33305932|-0.72615452|1.40911203|-3.59718996,1,0.83333333,0.80000000,1.00000000,0.00000000,0.805306
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0142,Metric ensemble,2|3|1|0,-1.25802249|-2.49523297|4.06070773|1.89090677,1,0.83333333,1.00000000,1.00000000,0.00000000,0.619533
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0143,Metric ensemble,1|0|2|3,2.67130419|3.86308130|0.41335898|-3.23447505,1,1.00000000,1.00000000,1.00000000,0.00000000,0.544616
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0144,Metric ensemble,2|0|3|1,0.93852055|3.30099763|3.56849855|-1.72742187,1,0.66666667,0.80000000,1.00000000,0.00000000,0.526898
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0145,Metric ensemble,1|3|2|0,-1.87594240|0.15361280|2.31506840|1.44458606,1,0.50000000,0.40000000,0.00000000,0.66666667,0.789829
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0146,Metric ensemble,2|3|1|0,-2.28312414|-1.42885279|-0.05883164|-2.50430167,1,0.66666667,0.60000000,1.00000000,0.00000000,0.452067
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0147,Metric ensemble,3|2|1|0,0.50903089|-0.18556274|-0.11801479|1.68565921,1,0.66666667,0.80000000,1.00000000,0.00000000,0.785748
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0148,Metric ensemble,2|1|0|3,-4.75138805|2.00755995|2.42288256|-1.74560977,1,0.83333333,1.00000000,1.00000000,0.00000000,0.547275
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0149,Metric ensemble,2|1|3|0,-0.10759702|0.66280066|-2.20519219|0.12103901,1,0.50000000,0.40000000,0.00000000,0.33333333,1.016763
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0150,Metric ensemble,1|2|0|3,-0.04971898|1.37094249|-2.36077576|0.54159969,1,0.50000000,0.60000000,1.00000000,0.00000000,0.511085
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0151,Metric ensemble,0|3|1|2,1.70031540|-0.09243115|-1.89435683|-0.05410740,1,1.00000000,1.00000000,1.00000000,0.00000000,0.745584
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0152,Metric ensemble,2|0|1|3,-0.33903254|-2.10258778|0.58126332|-0.45237531,1,0.83333333,1.00000000,1.00000000,0.00000000,0.462327
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0153,Metric ensemble,3|0|2|1,-4.19512289|-3.12166379|-1.78597010|-0.67728056,1,0.66666667,0.60000000,1.00000000,0.00000000,0.605105
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0154,Metric ensemble,0|2|3|1,-1.35275742|0.76297399|-0.74677813|-0.25877091,1,0.00000000,0.00000000,0.00000000,1.00000000,0.577933
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0155,Metric ensemble,0|3|2|1,1.51930820|-1.88676999|-0.63085875|4.52381472,1,0.83333333,0.80000000,0.00000000,0.33333333,0.573837
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0156,Metric ensemble,2|3|1|0,-2.39431746|-1.83068712|2.86174461|0.83760124,1,1.00000000,1.00000000,1.00000000,0.00000000,0.620441
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0157,Metric ensemble,0|1|2|3,-0.79594565|-1.89081977|0.67181919|-3.25574845,1,0.66666667,0.60000000,0.00000000,0.66666667,0.345958
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0158,Metric ensemble,1|0|3|2,-0.02930886|1.17800456|-2.10449651|-3.34417486,1,0.83333333,1.00000000,1.00000000,0.00000000,0.807383
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0159,Metric ensemble,2|0|1|3,-1.15043560|0.85590413|0.77619528|-3.58302369,1,0.66666667,0.60000000,0.00000000,0.66666667,0.626254
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0000,Static judge,3|1|0|2,-2.13828194|1.49842533|1.86860543|1.28339154,1,0.33333333,0.40000000,0.00000000,1.00000000,0.800456
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0001,Static judge,3|0|2|1,-0.32654637|-1.81985396|0.44596258|0.29567646,1,0.66666667,0.60000000,0.00000000,0.66666667,0.789248
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0002,Static judge,0|3|2|1,1.93257721|-2.38942451|-1.77390039|1.18351283,1,1.00000000,1.00000000,1.00000000,0.00000000,1.053242
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0003,Static judge,3|1|0|2,1.64952498|0.16243563|0.54279859|0.71994480,1,0.50000000,0.40000000,0.00000000,0.66666667,0.831405
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0004,Static judge,2|0|3|1,2.69054690|-3.15063819|0.88538178|0.66848766,1,0.83333333,0.80000000,0.00000000,0.33333333,0.902879
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0005,Static judge,1|2|0|3,1.08740856|0.90888403|-0.85064356|-0.56453621,1,0.50000000,0.40000000,0.00000000,0.66666667,0.817014
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0006,Static judge,3|2|0|1,-1.53605653|-0.95746645|1.01225002|1.13178550,1,0.83333333,1.00000000,1.00000000,0.00000000,0.743051
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0007,Static judge,3|1|0|2,1.64797863|3.78580843|1.04094529|3.12520683,1,0.83333333,0.80000000,0.00000000,0.33333333,0.665741
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0008,Static judge,2|1|3|0,-2.18797922|-0.62715995|0.28035346|0.72165993,1,0.66666667,0.60000000,0.00000000,0.66666667,0.933308
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0009,Static judge,0|3|2|1,2.17055686|-0.26918161|1.61583293|-0.86379561,1,0.66666667,0.60000000,1.00000000,0.00000000,0.689357
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0010,Static judge,2|3|1|0,0.54277053|-0.85600639|0.79816275|-2.17963077,1,0.50000000,0.60000000,1.00000000,0.00000000,0.861227
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0011,Static judge,1|3|0|2,-0.06310595|0.30072063|-0.62242813|-1.58683944,1,0.66666667,0.60000000,1.00000000,0.00000000,0.935973
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0012,Static judge,0|1|2|3,0.40309091|-1.67508018|2.01078492|-2.38432156,1,0.66666667,0.60000000,0.00000000,0.66666667,0.494780
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0013,Static judge,3|1|0|2,1.22008194|-1.74885835|0.62181013|2.10189286,1,0.66666667,0.60000000,1.00000000,0.00000000,0.726275
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0014,Static judge,1|0|3|2,1.31571949|2.97203851|1.50832561|1.63671236,1,0.66666667,0.60000000,1.00000000,0.00000000,0.583705
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0015,Static judge,3|0|1|2,-0.64632261|-0.51863163|-2.97193562|0.37588513,1,0.83333333,0.80000000,1.00000000,0.00000000,0.823798
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0016,Static judge,3|2|1|0,-2.79791178|-0.58367018|0.81843888|1.24283272,1,1.00000000,1.00000000,1.00000000,0.00000000,0.728533
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0017,Static judge,0|3|1|2,0.32890645|1.69169072|-0.95996823|1.30009901,1,0.50000000,0.40000000,0.00000000,0.66666667,0.827932
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0018,Static judge,0|3|2|1,0.77701557|-1.66105949|2.21986495|1.89711027,1,0.50000000,0.40000000,0.00000000,0.66666667,0.713402
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0019,Static judge,1|2|3|0,-1.11158524|1.37082060|0.67766407|-1.55123643,1,0.83333333,1.00000000,1.00000000,0.00000000,0.798695
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0020,Static judge,1|3|2|0,-1.20769260|1.16305077|-1.02859103|2.45420375,1,0.83333333,0.80000000,0.00000000,0.33333333,0.965443
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0021,Static judge,2|0|1|3,1.57552413|-0.16441261|-0.25811549|-0.43881535,1,0.66666667,0.60000000,0.00000000,0.33333333,0.746603
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0022,Static judge,3|2|1|0,-4.92290634|2.37088716|-0.54309566|-1.06284320,1,0.50000000,0.40000000,0.00000000,0.66666667,0.986890
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0023,Static judge,2|1|0|3,0.10157408|2.21191743|1.68417271|0.15385222,1,0.66666667,0.80000000,0.00000000,0.33333333,0.674129
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0024,Static judge,3|1|0|2,0.83256398|-0.30848764|0.66651466|-0.67792211,1,0.16666667,0.00000000,0.00000000,0.66666667,0.602867
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0025,Static judge,1|2|0|3,-1.32462543|2.48769170|-1.50289298|-0.38787844,1,0.50000000,0.60000000,1.00000000,0.00000000,0.839799
SIMULATED,Collect,TD-TG2,ID,SIM-06-ID-0026,Static judge,0|2|3|1,2.32453668|0.15925769|-0.90199861|-2.13067339,1,0.66666667,0.80000000,1.00000000,0.00000000,1.286620
