provenance,setting,input_group,feedback,agreement_pct
SIMULATED,Reuse,SIM-H-0095,H0+H1+H2,83.31125545800396
SIMULATED,Reuse,SIM-H-0095,H0+H1+H2+H3,81.31794673442332
SIMULATED,Reuse,SIM-H-0096,H0,74.83262596632356
SIMULATED,Reuse,SIM-H-0096,H0+H1,79.08814204907559
SIMULATED,Reuse,SIM-H-0096,H0+H1+H2,79.05501854168591
SIMULATED,Reuse,SIM-H-0096,H0+H1+H2+H3,77.2740350962402
SIMULATED,Reuse,SIM-H-0097,H0,75.7477939530578
SIMULATED,Reuse,SIM-H-0097,H0+H1,78.53623470652768
SIMULATED,Reuse,SIM-H-0097,H0+H1+H2,82.0637004708919
SIMULATED,Reuse,SIM-H-0097,H0+H1+H2+H3,76.41105217286227
SIMULATED,Reuse,SIM-H-0098,H0,70.30856674914948
SIMULATED,Reuse,SIM-H-0098,H0+H1,77.90013796289395
SIMULATED,Reuse,SIM-H-0098,H0+H1+H2,78.03826249087936
SIMULATED,Reuse,SIM-H-0098,H0+H1+H2+H3,78.02173962928183
SIMULATED,Reuse,SIM-H-0099,H0,69.20188157523324
SIMULATED,Reuse,SIM-H-0099,H0+H1,73.00655923658135
SIMULATED,Reuse,SIM-H-0099,H0+H1+H2,80.52032954337403
SIMULATED,Reuse,SIM-H-0099,H0+H1+H2+H3,76.74521064258555
SIMULATED,Reuse,SIM-H-0100,H0,67.57420368008432
SIMULATED,Reuse,SIM-H-0100,H0+H1,78.2722709460416
SIMULATED,Reuse,SIM-H-0100,H0+H1+H2,77.99646195197059
SIMULATED,Reuse,SIM-H-0100,H0+H1+H2+H3,78.1037892381712
SIMULATED,Reuse,SIM-H-0101,H0,72.47046735187112
SIMULATED,Reuse,SIM-H-0101,H0+H1,80.05632826309555
SIMULATED,Reuse,SIM-H-0101,H0+H1+H2,81.16457009823422
SIMULATED,Reuse,SIM-H-0101,H0+H1+H2+H3,81.22063872449655
SIMULATED,Reuse,SIM-H-0102,H0,72.3303600428362
SIMULATED,Reuse,SIM-H-0102,H0+H1,76.07086682756935
SIMULATED,Reuse,SIM-H-0102,H0+H1+H2,79.70492618642555
SIMULATED,Reuse,SIM-H-0102,H0+H1+H2+H3,76.28127401386288
SIMULATED,Reuse,SIM-H-0103,H0,70.26896879324808
SIMULATED,Reuse,SIM-H-0103,H0+H1,76.07984579979903
SIMULATED,Reuse,SIM-H-0103,H0+H1+H2,77.01957238599425
SIMULATED,Reuse,SIM-H-0103,H0+H1+H2+H3,78.5664159568246
SIMULATED,Reuse,SIM-H-0104,H0,72.15317945146933
SIMULATED,Reuse,SIM-H-0104,H0+H1,77.52439223164096
SIMULATED,Reuse,SIM-H-0104,H0+H1+H2,76.83583080777393
SIMULATED,Reuse,SIM-H-0104,H0+H1+H2+H3,78.89524569297846
SIMULATED,Reuse,SIM-H-0105,H0,72.27775217025153
SIMULATED,Reuse,SIM-H-0105,H0+H1,82.94864064695285
SIMULATED,Reuse,SIM-H-0105,H0+H1+H2,83.00542428137841
SIMULATED,Reuse,SIM-H-0105,H0+H1+H2+H3,79.93037580595102
SIMULATED,Reuse,SIM-H-0106,H0,69.62583647374424
SIMULATED,Reuse,SIM-H-0106,H0+H1,81.12071035923039
SIMULATED,Reuse,SIM-H-0106,H0+H1+H2,78.61898143912043
SIMULATED,Reuse,SIM-H-0106,H0+H1+H2+H3,81.4448990706714
SIMULATED,Reuse,SIM-H-0107,H0,75.27886491503214
SIMULATED,Reuse,SIM-H-0107,H0+H1,78.30344959829577
SIMULATED,Reuse,SIM-H-0107,H0+H1+H2,78.45654538691596
SIMULATED,Reuse,SIM-H-0107,H0+H1+H2+H3,77.23278632943226
SIMULATED,Reuse,SIM-H-0108,H0,72.77220109290553
SIMULATED,Reuse,SIM-H-0108,H0+H1,78.19937528317917
SIMULATED,Reuse,SIM-H-0108,H0+H1+H2,80.41854124374652
SIMULATED,Reuse,SIM-H-0108,H0+H1+H2+H3,77.23032340368948
SIMULATED,Reuse,SIM-H-0109,H0,72.81325413924503
SIMULATED,Reuse,SIM-H-0109,H0+H1,75.99719468838799
SIMULATED,Reuse,SIM-H-0109,H0+H1+H2,80.90511017788212
SIMULATED,Reuse,SIM-H-0109,H0+H1+H2+H3,74.25812830409475
SIMULATED,Reuse,SIM-H-0110,H0,73.94471759091783
SIMULATED,Reuse,SIM-H-0110,H0+H1,77.43922859210011
SIMULATED,Reuse,SIM-H-0110,H0+H1+H2,81.51828850234986
SIMULATED,Reuse,SIM-H-0110,H0+H1+H2+H3,76.56085765524887
SIMULATED,Reuse,SIM-H-0111,H0,68.50512333706915
SIMULATED,Reuse,SIM-H-0111,H0+H1,75.55353433317339
SIMULATED,Reuse,SIM-H-0111,H0+H1+H2,78.47676686366188
SIMULATED,Reuse,SIM-H-0111,H0+H1+H2+H3,80.12417945879582
SIMULATED,Reuse,SIM-H-0112,H0,74.06119163001145
SIMULATED,Reuse,SIM-H-0112,H0+H1,75.9375381362246
SIMULATED,Reuse,SIM-H-0112,H0+H1+H2,81.30604605795753
SIMULATED,Reuse,SIM-H-0112,H0+H1+H2+H3,77.26966545933935
SIMULATED,Reuse,SIM-H-0113,H0,72.82434016044618
SIMULATED,Reuse,SIM-H-0113,H0+H1,77.00109103632526
SIMULATED,Reuse,SIM-H-0113,H0+H1+H2,79.79947729398727
SIMULATED,Reuse,SIM-H-0113,H0+H1+H2+H3,77.45633047692394
SIMULATED,Reuse,SIM-H-0114,H0,71.79399008193674
SIMULATED,Reuse,SIM-H-0114,H0+H1,78.27906966339081
SIMULATED,Reuse,SIM-H-0114,H0+H1+H2,79.69689513837196
SIMULATED,Reuse,SIM-H-0114,H0+H1+H2+H3,78.30065664517478
SIMULATED,Reuse,SIM-H-0115,H0,71.49618353675054
SIMULATED,Reuse,SIM-H-0115,H0+H1,75.73034642000007
SIMULATED,Reuse,SIM-H-0115,H0+H1+H2,78.68310304492549
SIMULATED,Reuse,SIM-H-0115,H0+H1+H2+H3,80.11965753223087
SIMULATED,Reuse,SIM-H-0116,H0,73.50085912249628
SIMULATED,Reuse,SIM-H-0116,H0+H1,74.12888146181795
SIMULATED,Reuse,SIM-H-0116,H0+H1+H2,76.87086961438206
SIMULATED,Reuse,SIM-H-0116,H0+H1+H2+H3,77.96533092699859
SIMULATED,Reuse,SIM-H-0117,H0,72.28143582332658
SIMULATED,Reuse,SIM-H-0117,H0+H1,74.15400110596329
SIMULATED,Reuse,SIM-H-0117,H0+H1+H2,77.22070806214796
SIMULATED,Reuse,SIM-H-0117,H0+H1+H2+H3,76.4162361477465
SIMULATED,Reuse,SIM-H-0118,H0,74.03508995986775
SIMULATED,Reuse,SIM-H-0118,H0+H1,77.30428041498169
SIMULATED,Reuse,SIM-H-0118,H0+H1+H2,79.78847504374907
SIMULATED,Reuse,SIM-H-0118,H0+H1+H2+H3,76.97429768822145
SIMULATED,Reuse,SIM-H-0119,H0,69.96551370800948
SIMULATED,Reuse,SIM-H-0119,H0+H1,79.47893878278597
SIMULATED,Reuse,SIM-H-0119,H0+H1+H2,80.61630490638693
SIMULATED,Reuse,SIM-H-0119,H0+H1+H2+H3,75.9517001485945
SIMULATED,Reuse,SIM-H-0120,H0,72.44974542233089
SIMULATED,Reuse,SIM-H-0120,H0+H1,77.45548545563848
SIMULATED,Reuse,SIM-H-0120,H0+H1+H2,81.42037832512186
SIMULATED,Reuse,SIM-H-0120,H0+H1+H2+H3,79.93964194661788
SIMULATED,Reuse,SIM-H-0121,H0,76.79524371410517
SIMULATED,Reuse,SIM-H-0121,H0+H1,78.75280616372135
SIMULATED,Reuse,SIM-H-0121,H0+H1+H2,78.63421492719388
SIMULATED,Reuse,SIM-H-0121,H0+H1+H2+H3,81.27579767517942
SIMULATED,Reuse,SIM-H-0122,H0,68.70087735927734
SIMULATED,Reuse,SIM-H-0122,H0+H1,76.88476286508391
SIMULATED,Reuse,SIM-H-0122,H0+H1+H2,82.83525353868875
SIMULATED,Reuse,SIM-H-0122,H0+H1+H2+H3,79.18889142925912
SIMULATED,Reuse,SIM-H-0123,H0,71.66645964955367
SIMULATED,Reuse,SIM-H-0123,H0+H1,77.37782276360556
SIMULATED,Reuse,SIM-H-0123,H0+H1+H2,84.44281473777615
SIMULATED,Reuse,SIM-H-0123,H0+H1+H2+H3,80.27633735383436
SIMULATED,Reuse,SIM-H-0124,H0,71.24472260104604
SIMULATED,Reuse,SIM-H-0124,H0+H1,77.36936085096445
SIMULATED,Reuse,SIM-H-0124,H0+H1+H2,81.60233305048321
SIMULATED,Reuse,SIM-H-0124,H0+H1+H2+H3,78.69185097460311
SIMULATED,Reuse,SIM-H-0125,H0,75.36439735535166
SIMULATED,Reuse,SIM-H-0125,H0+H1,76.77752134918397
SIMULATED,Reuse,SIM-H-0125,H0+H1+H2,82.03930782161659
SIMULATED,Reuse,SIM-H-0125,H0+H1+H2+H3,79.24617809391535
SIMULATED,Reuse,SIM-H-0126,H0,73.80675416680215
SIMULATED,Reuse,SIM-H-0126,H0+H1,75.27918804559184
SIMULATED,Reuse,SIM-H-0126,H0+H1+H2,80.593101773573
SIMULATED,Reuse,SIM-H-0126,H0+H1+H2+H3,79.431159202728
SIMULATED,Reuse,SIM-H-0127,H0,75.24486372099409
SIMULATED,Reuse,SIM-H-0127,H0+H1,76.32892869263672
SIMULATED,Reuse,SIM-H-0127,H0+H1+H2,77.56057742994051
SIMULATED,Reuse,SIM-H-0127,H0+H1+H2+H3,79.22561396723007
SIMULATED,Reuse,SIM-H-0128,H0,68.17163796760656
SIMULATED,Reuse,SIM-H-0128,H0+H1,75.44177024703916
SIMULATED,Reuse,SIM-H-0128,H0+H1+H2,81.28322199108513
SIMULATED,Reuse,SIM-H-0128,H0+H1+H2+H3,77.76027807124271
SIMULATED,Reuse,SIM-H-0129,H0,70.43008681166074
SIMULATED,Reuse,SIM-H-0129,H0+H1,80.78806617121487
SIMULATED,Reuse,SIM-H-0129,H0+H1+H2,74.75253210245857
SIMULATED,Reuse,SIM-H-0129,H0+H1+H2+H3,83.29168065137374
SIMULATED,Reuse,SIM-H-0130,H0,71.01365914950259
SIMULATED,Reuse,SIM-H-0130,H0+H1,74.71988871395772
SIMULATED,Reuse,SIM-H-0130,H0+H1+H2,79.0818950203032
SIMULATED,Reuse,SIM-H-0130,H0+H1+H2+H3,79.58289130628899
SIMULATED,Reuse,SIM-H-0131,H0,72.8391779367983
SIMULATED,Reuse,SIM-H-0131,H0+H1,73.59944552230438
SIMULATED,Reuse,SIM-H-0131,H0+H1+H2,77.42202385701837
SIMULATED,Reuse,SIM-H-0131,H0+H1+H2+H3,77.17931953152201
SIMULATED,Reuse,SIM-H-0132,H0,74.2219713009989
SIMULATED,Reuse,SIM-H-0132,H0+H1,80.92037900893565
SIMULATED,Reuse,SIM-H-0132,H0+H1+H2,77.14525938200295
SIMULATED,Reuse,SIM-H-0132,H0+H1+H2+H3,75.04294834263719
SIMULATED,Reuse,SIM-H-0133,H0,74.74644270834852
SIMULATED,Reuse,SIM-H-0133,H0+H1,77.16340604251553
SIMULATED,Reuse,SIM-H-0133,H0+H1+H2,75.81970220963088
SIMULATED,Reuse,SIM-H-0133,H0+H1+H2+H3,79.30833411415072
SIMULATED,Reuse,SIM-H-0134,H0,71.20406166441764
SIMULATED,Reuse,SIM-H-0134,H0+H1,75.12883965468758
SIMULATED,Reuse,SIM-H-0134,H0+H1+H2,79.35189294534194
SIMULATED,Reuse,SIM-H-0134,H0+H1+H2+H3,75.98817711598137
SIMULATED,Reuse,SIM-H-0135,H0,71.84559622636176
SIMULATED,Reuse,SIM-H-0135,H0+H1,77.9322668779806
SIMULATED,Reuse,SIM-H-0135,H0+H1+H2,79.17395329194888
SIMULATED,Reuse,SIM-H-0135,H0+H1+H2+H3,79.29373984392434
SIMULATED,Reuse,SIM-H-0136,H0,72.17388103322952
SIMULATED,Reuse,SIM-H-0136,H0+H1,74.09137254512197
SIMULATED,Reuse,SIM-H-0136,H0+H1+H2,81.54261780723108
SIMULATED,Reuse,SIM-H-0136,H0+H1+H2+H3,80.17411271218415
SIMULATED,Reuse,SIM-H-0137,H0,74.87140217850863
SIMULATED,Reuse,SIM-H-0137,H0+H1,71.8489949587887
SIMULATED,Reuse,SIM-H-0137,H0+H1+H2,80.29101372413119
SIMULATED,Reuse,SIM-H-0137,H0+H1+H2+H3,80.95601382808323
SIMULATED,Reuse,SIM-H-0138,H0,72.90359632628514
SIMULATED,Reuse,SIM-H-0138,H0+H1,76.9858540042726
SIMULATED,Reuse,SIM-H-0138,H0+H1+H2,82.35585851401329
SIMULATED,Reuse,SIM-H-0138,H0+H1+H2+H3,78.3957341762384
SIMULATED,Reuse,SIM-H-0139,H0,71.6509229061156
SIMULATED,Reuse,SIM-H-0139,H0+H1,76.05608811709081
SIMULATED,Reuse,SIM-H-0139,H0+H1+H2,77.34224432927216
SIMULATED,Reuse,SIM-H-0139,H0+H1+H2+H3,79.62188441343315
SIMULATED,Reuse,SIM-H-0140,H0,71.81622585642643
SIMULATED,Reuse,SIM-H-0140,H0+H1,79.09698369384566
SIMULATED,Reuse,SIM-H-0140,H0+H1+H2,77.80585442859187
SIMULATED,Reuse,SIM-H-0140,H0+H1+H2+H3,77.90306761166543
SIMULATED,Reuse,SIM-H-0141,H0,72.67478944580937
SIMULATED,Reuse,SIM-H-0141,H0+H1,75.26241212975259
SIMULATED,Reuse,SIM-H-0141,H0+H1+H2,79.17728730041576
SIMULATED,Reuse,SIM-H-0141,H0+H1+H2+H3,77.46510231146215
SIMULATED,Reuse,SIM-H-0142,H0,73.19762290145039
SIMULATED,Reuse,SIM-H-0142,H0+H1,80.90905534591985
SIMULATED,Reuse,SIM-H-0142,H0+H1+H2,80.87320729702054
SIMULATED,Reuse,SIM-H-0142,H0+H1+H2+H3,83.35861385650233
SIMULATED,Reuse,SIM-H-0143,H0,69.302832319834
SIMULATED,Reuse,SIM-H-0143,H0+H1,75.95508060589732
SIMULATED,Reuse,SIM-H-0143,H0+H1+H2,80.58473965689711
SIMULATED,Reuse,SIM-H-0143,H0+H1+H2+H3,77.53595736989165
SIMULATED,Reuse,SIM-H-0144,H0,72.60004468619917
SIMULATED,Reuse,SIM-H-0144,H0+H1,77.26947053815219
SIMULATED,Reuse,SIM-H-0144,H0+H1+H2,76.36039343072535
SIMULATED,Reuse,SIM-H-0144,H0+H1+H2+H3,80.32790210373729
SIMULATED,Reuse,SIM-H-0145,H0,70.68682872491655
SIMULATED,Reuse,SIM-H-0145,H0+H1,77.21094469987155
SIMULATED,Reuse,SIM-H-0145,H0+H1+H2,78.60117697038777
SIMULATED,Reuse,SIM-H-0145,H0+H1+H2+H3,76.00462256133375
SIMULATED,Reuse,SIM-H-0146,H0,72.55477693317724
SIMULATED,Reuse,SIM-H-0146,H0+H1,76.00790585194547
SIMULATED,Reuse,SIM-H-0146,H0+H1+H2,82.8091662611254
SIMULATED,Reuse,SIM-H-0146,H0+H1+H2+H3,80.4910174627383
SIMULATED,Reuse,SIM-H-0147,H0,72.1488068149491
SIMULATED,Reuse,SIM-H-0147,H0+H1,78.22830208005156
SIMULATED,Reuse,SIM-H-0147,H0+H1+H2,73.057062720181
SIMULATED,Reuse,SIM-H-0147,H0+H1+H2+H3,76.87866482658333
SIMULATED,Reuse,SIM-H-0148,H0,70.64682633494148
SIMULATED,Reuse,SIM-H-0148,H0+H1,76.75671682634456
SIMULATED,Reuse,SIM-H-0148,H0+H1+H2,76.35821295539444
SIMULATED,Reuse,SIM-H-0148,H0+H1+H2+H3,77.19415333578608
SIMULATED,Reuse,SIM-H-0149,H0,70.83833263803194
SIMULATED,Reuse,SIM-H-0149,H0+H1,76.5072766906832
SIMULATED,Reuse,SIM-H-0149,H0+H1+H2,78.52104819530314
SIMULATED,Reuse,SIM-H-0149,H0+H1+H2+H3,80.19649212806893
SIMULATED,Reuse,SIM-H-0150,H0,74.84065434255257
SIMULATED,Reuse,SIM-H-0150,H0+H1,73.73503449364092
SIMULATED,Reuse,SIM-H-0150,H0+H1+H2,82.16092010404043
SIMULATED,Reuse,SIM-H-0150,H0+H1+H2+H3,83.1611177715773
SIMULATED,Reuse,SIM-H-0151,H0,72.98957797544404
SIMULATED,Reuse,SIM-H-0151,H0+H1,74.0477825665397
SIMULATED,Reuse,SIM-H-0151,H0+H1+H2,83.00398039498609
SIMULATED,Reuse,SIM-H-0151,H0+H1+H2+H3,83.2945230859086
SIMULATED,Reuse,SIM-H-0152,H0,73.42357027204889
SIMULATED,Reuse,SIM-H-0152,H0+H1,76.56091375619478
SIMULATED,Reuse,SIM-H-0152,H0+H1+H2,81.23014254895068
SIMULATED,Reuse,SIM-H-0152,H0+H1+H2+H3,76.29776080026458
SIMULATED,Reuse,SIM-H-0153,H0,70.27880472574338
SIMULATED,Reuse,SIM-H-0153,H0+H1,74.15070246705882
SIMULATED,Reuse,SIM-H-0153,H0+H1+H2,77.23436401334848
SIMULATED,Reuse,SIM-H-0153,H0+H1+H2+H3,81.75365787061486
SIMULATED,Reuse,SIM-H-0154,H0,71.60240288644755
SIMULATED,Reuse,SIM-H-0154,H0+H1,77.96967687740644
SIMULATED,Reuse,SIM-H-0154,H0+H1+H2,79.38406544588267
SIMULATED,Reuse,SIM-H-0154,H0+H1+H2+H3,75.61769599965636
SIMULATED,Reuse,SIM-H-0155,H0,74.3410821095068
SIMULATED,Reuse,SIM-H-0155,H0+H1,75.08520697081444
SIMULATED,Reuse,SIM-H-0155,H0+H1+H2,81.39763848134275
SIMULATED,Reuse,SIM-H-0155,H0+H1+H2+H3,78.01200602903594
SIMULATED,Reuse,SIM-H-0156,H0,71.36770709798591
SIMULATED,Reuse,SIM-H-0156,H0+H1,81.03392185411013
SIMULATED,Reuse,SIM-H-0156,H0+H1+H2,78.60161571050018
SIMULATED,Reuse,SIM-H-0156,H0+H1+H2+H3,84.14469579729453
SIMULATED,Reuse,SIM-H-0157,H0,74.4910964274065
SIMULATED,Reuse,SIM-H-0157,H0+H1,79.82945227263166
SIMULATED,Reuse,SIM-H-0157,H0+H1+H2,82.29956275960164
SIMULATED,Reuse,SIM-H-0157,H0+H1+H2+H3,79.62140892401952
SIMULATED,Reuse,SIM-H-0158,H0,78.83302055353847
SIMULATED,Reuse,SIM-H-0158,H0+H1,76.72593450848471
SIMULATED,Reuse,SIM-H-0158,H0+H1+H2,78.95535692159073
SIMULATED,Reuse,SIM-H-0158,H0+H1+H2+H3,72.62583031604325
SIMULATED,Reuse,SIM-H-0159,H0,65.87445610136686
SIMULATED,Reuse,SIM-H-0159,H0+H1,75.53428006366043
SIMULATED,Reuse,SIM-H-0159,H0+H1+H2,83.1988412529246
SIMULATED,Reuse,SIM-H-0159,H0+H1+H2+H3,80.6736737125574
SIMULATED,Collect,SIM-H-0000,H0,70.20957142862719
SIMULATED,Collect,SIM-H-0000,H0+H1,72.34858147126543
SIMULATED,Collect,SIM-H-0000,H0+H1+H2,77.87053083127186
SIMULATED,Collect,SIM-H-0000,H0+H1+H2+H3,76.94503909831204
SIMULATED,Collect,SIM-H-0001,H0,69.88550183427286
SIMULATED,Collect,SIM-H-0001,H0+H1,74.04720657020272
SIMULATED,Collect,SIM-H-0001,H0+H1+H2,78.59375208553213
SIMULATED,Collect,SIM-H-0001,H0+H1+H2+H3,75.54055320145342
SIMULATED,Collect,SIM-H-0002,H0,71.02800487372188
SIMULATED,Collect,SIM-H-0002,H0+H1,72.19612765503715
SIMULATED,Collect,SIM-H-0002,H0+H1+H2,80.86213013785536
SIMULATED,Collect,SIM-H-0002,H0+H1+H2+H3,75.20734162146886
SIMULATED,Collect,SIM-H-0003,H0,74.40637204151518
SIMULATED,Collect,SIM-H-0003,H0+H1,71.46013133184468
SIMULATED,Collect,SIM-H-0003,H0+H1+H2,77.82886368470625
SIMULATED,Collect,SIM-H-0003,H0+H1+H2+H3,76.33639252816354
SIMULATED,Collect,SIM-H-0004,H0,69.26707443495374
SIMULATED,Collect,SIM-H-0004,H0+H1,75.54647694080356
SIMULATED,Collect,SIM-H-0004,H0+H1+H2,78.20940467504047
SIMULATED,Collect,SIM-H-0004,H0+H1+H2+H3,82.14529601387488
SIMULATED,Collect,SIM-H-0005,H0,69.30641196245564
SIMULATED,Collect,SIM-H-0005,H0+H1,76.45447444298735
SIMULATED,Collect,SIM-H-0005,H0+H1+H2,82.4486507341008
SIMULATED,Collect,SIM-H-0005,H0+H1+H2+H3,80.78473418354524
SIMULATED,Collect,SIM-H-0006,H0,72.31932065600859
SIMULATED,Collect,SIM-H-0006,H0+H1,75.889711072169
SIMULATED,Collect,SIM-H-0006,H0+H1+H2,79.12915388162085
SIMULATED,Collect,SIM-H-0006,H0+H1+H2+H3,75.21915618339423
SIMULATED,Collect,SIM-H-0007,H0,71.10274014232328
SIMULATED,Collect,SIM-H-0007,H0+H1,75.4067438427906
SIMULATED,Collect,SIM-H-0007,H0+H1+H2,74.290538646679
SIMULATED,Collect,SIM-H-0007,H0+H1+H2+H3,75.01297170774417
SIMULATED,Collect,SIM-H-0008,H0,75.36611649765592
SIMULATED,Collect,SIM-H-0008,H0+H1,73.91237402519559
SIMULATED,Collect,SIM-H-0008,H0+H1+H2,78.87747726296257
SIMULATED,Collect,SIM-H-0008,H0+H1+H2+H3,80.83085839906585
SIMULATED,Collect,SIM-H-0009,H0,69.16002388306978
SIMULATED,Collect,SIM-H-0009,H0+H1,79.7549406494165
SIMULATED,Collect,SIM-H-0009,H0+H1+H2,79.27100200449063
SIMULATED,Collect,SIM-H-0009,H0+H1+H2+H3,72.78100992713675
SIMULATED,Collect,SIM-H-0010,H0,73.71517589275733
SIMULATED,Collect,SIM-H-0010,H0+H1,74.15180668890562
SIMULATED,Collect,SIM-H-0010,H0+H1+H2,76.6923615090007
SIMULATED,Collect,SIM-H-0010,H0+H1+H2+H3,75.6356120578593
SIMULATED,Collect,SIM-H-0011,H0,69.84271212056886
SIMULATED,Collect,SIM-H-0011,H0+H1,73.10009523160427
SIMULATED,Collect,SIM-H-0011,H0+H1+H2,75.89670427757156
SIMULATED,Collect,SIM-H-0011,H0+H1+H2+H3,74.41599145272298
SIMULATED,Collect,SIM-H-0012,H0,75.863724006891
SIMULATED,Collect,SIM-H-0012,H0+H1,75.6246992988839
SIMULATED,Collect,SIM-H-0012,H0+H1+H2,80.86676743236892
SIMULATED,Collect,SIM-H-0012,H0+H1+H2+H3,77.36738445296969
SIMULATED,Collect,SIM-H-0013,H0,67.59824384648076
SIMULATED,Collect,SIM-H-0013,H0+H1,74.57042691403544
SIMULATED,Collect,SIM-H-0013,H0+H1+H2,75.4889660139084
SIMULATED,Collect,SIM-H-0013,H0+H1+H2+H3,79.49156969911645
SIMULATED,Collect,SIM-H-0014,H0,73.31046668583252
SIMULATED,Collect,SIM-H-0014,H0+H1,71.86432398539476
SIMULATED,Collect,SIM-H-0014,H0+H1+H2,79.82143837460728
SIMULATED,Collect,SIM-H-0014,H0+H1+H2+H3,74.87902857014312
SIMULATED,Collect,SIM-H-0015,H0,68.6222213850982
SIMULATED,Collect,SIM-H-0015,H0+H1,71.97911644431069
SIMULATED,Collect,SIM-H-0015,H0+H1+H2,79.55956591865602
SIMULATED,Collect,SIM-H-0015,H0+H1+H2+H3,78.86405000126372
SIMULATED,Collect,SIM-H-0016,H0,72.62828343727539
SIMULATED,Collect,SIM-H-0016,H0+H1,77.82545510364523
SIMULATED,Collect,SIM-H-0016,H0+H1+H2,74.22809498640949
SIMULATED,Collect,SIM-H-0016,H0+H1+H2+H3,78.52040603274901
SIMULATED,Collect,SIM-H-0017,H0,68.21388344065805
SIMULATED,Collect,SIM-H-0017,H0+H1,75.55155110479588
SIMULATED,Collect,SIM-H-0017,H0+H1+H2,80.88936902775698
SIMULATED,Collect,SIM-H-0017,H0+H1+H2+H3,76.98228675704657
SIMULATED,Collect,SIM-H-0018,H0,71.2638141181395
SIMULATED,Collect,SIM-H-0018,H0+H1,72.98536021749634
SIMULATED,Collect,SIM-H-0018,H0+H1+H2,78.11812527821847
SIMULATED,Collect,SIM-H-0018,H0+H1+H2+H3,75.94698691407167
SIMULATED,Collect,SIM-H-0019,H0,72.89838164267955
SIMULATED,Collect,SIM-H-0019,H0+H1,75.11833128785803
SIMULATED,Collect,SIM-H-0019,H0+H1+H2,78.90608170220325
SIMULATED,Collect,SIM-H-0019,H0+H1+H2+H3,79.38579525785777
SIMULATED,Collect,SIM-H-0020,H0,68.37489412431079
SIMULATED,Collect,SIM-H-0020,H0+H1,73.5753452946664
SIMULATED,Collect,SIM-H-0020,H0+H1+H2,81.40839169185311
SIMULATED,Collect,SIM-H-0020,H0+H1+H2+H3,81.11489222149251
SIMULATED,Collect,SIM-H-0021,H0,74.00970933667386
SIMULATED,Collect,SIM-H-0021,H0+H1,72.28717033389944
SIMULATED,Collect,SIM-H-0021,H0+H1+H2,79.41670046194675
SIMULATED,Collect,SIM-H-0021,H0+H1+H2+H3,75.84587792827296
SIMULATED,Collect,SIM-H-0022,H0,74.31444212700917
SIMULATED,Collect,SIM-H-0022,H0+H1,75.125319006128
SIMULATED,Collect,SIM-H-0022,H0+H1+H2,79.87286966724203
SIMULATED,Collect,SIM-H-0022,H0+H1+H2+H3,76.31424873018221
SIMULATED,Collect,SIM-H-0023,H0,70.06464507167433
SIMULATED,Collect,SIM-H-0023,H0+H1,72.23777032284337
SIMULATED,Collect,SIM-H-0023,H0+H1+H2,78.68969086267816
SIMULATED,Collect,SIM-H-0023,H0+H1+H2+H3,75.83001258676109
SIMULATED,Collect,SIM-H-0024,H0,72.69786345588626
SIMULATED,Collect,SIM-H-0024,H0+H1,74.57983976671495
SIMULATED,Collect,SIM-H-0024,H0+H1+H2,79.28311338912269
SIMULATED,Collect,SIM-H-0024,H0+H1+H2+H3,75.7010774483429
SIMULATED,Collect,SIM-H-0025,H0,70.0308769310809
SIMULATED,Collect,SIM-H-0025,H0+H1,72.29216605362954
SIMULATED,Collect,SIM-H-0025,H0+H1+H2,79.58408261982294
SIMULATED,Collect,SIM-H-0025,H0+H1+H2+H3,80.48273441298058
SIMULATED,Collect,SIM-H-0026,H0,65.24140258097498
SIMULATED,Collect,SIM-H-0026,H0+H1,75.32619151193093
SIMULATED,Collect,SIM-H-0026,H0+H1+H2,75.9572373506627
SIMULATED,Collect,SIM-H-0026,H0+H1+H2+H3,81.92840931560778
SIMULATED,Collect,SIM-H-0027,H0,66.05474999745303
SIMULATED,Collect,SIM-H-0027,H0+H1,72.38840172033987
SIMULATED,Collect,SIM-H-0027,H0+H1+H2,73.95035264363325
SIMULATED,Collect,SIM-H-0027,H0+H1+H2+H3,77.65637650693715
SIMULATED,Collect,SIM-H-0028,H0,69.98268870569389
SIMULATED,Collect,SIM-H-0028,H0+H1,72.55055267566111
SIMULATED,Collect,SIM-H-0028,H0+H1+H2,76.86936064779884
SIMULATED,Collect,SIM-H-0028,H0+H1+H2+H3,78.14821901904082
SIMULATED,Collect,SIM-H-0029,H0,70.98628300949976
SIMULATED,Collect,SIM-H-0029,H0+H1,76.32960055433365
SIMULATED,Collect,SIM-H-0029,H0+H1+H2,75.11638579845335
SIMULATED,Collect,SIM-H-0029,H0+H1+H2+H3,78.21733855081078
SIMULATED,Collect,SIM-H-0030,H0,74.39756499146421
SIMULATED,Collect,SIM-H-0030,H0+H1,72.7659422085601
SIMULATED,Collect,SIM-H-0030,H0+H1+H2,78.8151175872845
SIMULATED,Collect,SIM-H-0030,H0+H1+H2+H3,76.17467516257177
SIMULATED,Collect,SIM-H-0031,H0,72.26913649523186
SIMULATED,Collect,SIM-H-0031,H0+H1,70.57961084010206
SIMULATED,Collect,SIM-H-0031,H0+H1+H2,79.67178508104001
SIMULATED,Collect,SIM-H-0031,H0+H1+H2+H3,78.80022301921906
