provenance,setting,domain,input_group,rater_1,rater_2,rater_3,group_agreement,group_outcome
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0134,1,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0135,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0136,1,-1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0137,2,2,2,1.0,tie
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0138,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0139,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0140,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0141,1,1,-1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0142,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0143,1,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0144,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0145,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0146,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0147,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0148,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0149,-1,1,1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0150,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0151,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0152,2,2,2,1.0,tie
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0153,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0154,2,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0155,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0156,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0157,2,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0158,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-IG1,SIM-ANN-1-0159,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0000,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0001,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0002,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0003,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0004,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0005,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0006,2,1,2,0.3333333333333333,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0007,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0008,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0009,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0010,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0011,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0012,1,2,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0013,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0014,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0015,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0016,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0017,-1,1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0018,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0019,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0020,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0021,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0022,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0023,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0024,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0025,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0026,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0027,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0028,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0029,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0030,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0031,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0032,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0033,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0034,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0035,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0036,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0037,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0038,1,2,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0039,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0040,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0041,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0042,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0043,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0044,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0045,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0046,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0047,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0048,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0049,-1,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0050,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0051,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0052,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0053,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0054,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0055,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0056,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0057,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0058,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0059,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0060,1,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0061,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0062,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0063,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0064,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0065,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0066,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0067,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0068,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0069,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0070,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0071,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0072,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0073,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0074,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0075,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0076,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0077,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0078,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0079,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0080,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0081,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0082,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0083,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0084,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0085,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0086,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0087,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0088,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0089,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0090,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0091,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0092,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0093,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0094,2,1,2,0.3333333333333333,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0095,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0096,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0097,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0098,1,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0099,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0100,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0101,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0102,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0103,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0104,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0105,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0106,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0107,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0108,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0109,2,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0110,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0111,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0112,0,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0113,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0114,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0115,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0116,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0117,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0118,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0119,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0120,2,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0121,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0122,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0123,0,2,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0124,0,2,2,0.3333333333333333,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0125,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0126,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0127,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0128,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0129,-1,2,0,0.0,no consensus
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0130,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0131,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0132,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0133,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0134,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0135,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0136,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0137,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0138,0,2,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0139,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0140,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0141,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0142,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0143,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0144,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0145,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0146,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0147,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0148,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0149,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0150,1,2,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0151,0,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0152,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0153,2,2,2,1.0,tie
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0154,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0155,1,-1,0,0.0,no consensus
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0156,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0157,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0158,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-TG1,SIM-ANN-2-0159,2,2,2,1.0,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0000,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0001,-1,2,2,1.0,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0002,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0003,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0004,1,1,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0005,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0006,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0007,1,-1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0008,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0009,2,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0010,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0011,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0012,1,2,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0013,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0014,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0015,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0016,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0017,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0018,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0019,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0020,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0021,2,0,-1,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0022,2,0,2,0.3333333333333333,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0023,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0024,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0025,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0026,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0027,2,-1,0,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0028,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0029,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0030,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0031,1,-1,2,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0032,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0033,-1,0,1,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0034,1,1,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0035,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0036,1,1,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0037,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0038,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0039,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0040,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0041,-1,-1,2,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0042,0,0,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0043,2,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0044,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0045,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0046,1,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0047,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0048,1,-1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0049,-1,-1,2,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0050,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0051,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0052,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0053,0,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0054,0,0,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0055,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0056,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0057,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0058,1,1,2,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0059,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0060,0,-1,2,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0061,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0062,1,1,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0063,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0064,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0065,1,2,2,0.3333333333333333,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0066,2,1,-1,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0067,0,-1,2,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0068,0,2,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0069,1,2,-1,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0070,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0071,0,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0072,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0073,0,0,-1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0074,0,-1,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0075,0,2,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0076,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0077,-1,1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0078,0,1,-1,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0079,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0080,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0081,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0082,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0083,2,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0084,0,2,-1,0.0,no consensus
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0085,-1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0086,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0087,1,0,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0088,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0089,-1,2,2,1.0,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0090,1,-1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0091,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0092,1,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0093,1,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0094,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0095,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0096,0,1,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0097,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0098,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0099,0,-1,-1,nan,insufficient votes
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0100,1,1,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0101,1,2,1,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0102,0,0,0,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0103,0,2,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0104,2,2,2,1.0,tie
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0105,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0106,1,1,1,1.0,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0107,2,0,0,0.3333333333333333,decisive
SIMULATED,Reuse,TD-AR1,SIM-ANN-3-0108,-1,2,-1,nan,insufficient votes
