provenance,setting,domain,split,method,metric,mean,lower,upper,coverage,cost_units
SIMULATED,Reuse,TD-AR1,ID,ERA,best_of_4,0.53125,0.45,0.6125,1.0,1.545280289763106
SIMULATED,Reuse,TD-AR1,ID,ERA,rank_regret,0.26041666666666663,0.21244791666666665,0.3145833333333333,1.0,1.545280289763106
SIMULATED,Reuse,TD-AR1,OOD,Single metric,pairwise,0.6093418259023355,0.5668789808917197,0.6518046709129511,0.98125,0.2217369929693717
SIMULATED,Reuse,TD-AR1,OOD,Single metric,top_region,0.6165605095541401,0.5732165605095542,0.6611464968152866,0.98125,0.2217369929693717
SIMULATED,Reuse,TD-AR1,OOD,Single metric,best_of_4,0.36942675159235666,0.29920382165605097,0.445859872611465,0.98125,0.2217369929693717
SIMULATED,Reuse,TD-AR1,OOD,Single metric,rank_regret,0.39702760084925687,0.33752653927813164,0.4522823779193206,0.98125,0.2217369929693717
SIMULATED,Reuse,TD-AR1,OOD,Metric ensemble,pairwise,0.6436058700209644,0.610062893081761,0.680293501048218,0.99375,0.6412494018918463
SIMULATED,Reuse,TD-AR1,OOD,Metric ensemble,top_region,0.6515723270440251,0.6125786163522013,0.6893396226415096,0.99375,0.6412494018918463
SIMULATED,Reuse,TD-AR1,OOD,Metric ensemble,best_of_4,0.39622641509433965,0.32075471698113206,0.47185534591194955,0.99375,0.6412494018918463
SIMULATED,Reuse,TD-AR1,OOD,Metric ensemble,rank_regret,0.3312368972746331,0.27882599580712786,0.38160377358490566,0.99375,0.6412494018918463
SIMULATED,Reuse,TD-AR1,OOD,Static judge,pairwise,0.6995753715498939,0.6709129511677282,0.7303609341825902,0.98125,0.7934726043319811
SIMULATED,Reuse,TD-AR1,OOD,Static judge,top_region,0.7159235668789807,0.6815286624203821,0.7503184713375796,0.98125,0.7934726043319811
SIMULATED,Reuse,TD-AR1,OOD,Static judge,best_of_4,0.47770700636942676,0.4012738853503185,0.5605095541401274,0.98125,0.7934726043319811
SIMULATED,Reuse,TD-AR1,OOD,Static judge,rank_regret,0.27176220806794055,0.22924628450106158,0.3227176220806794,0.98125,0.7934726043319811
SIMULATED,Reuse,TD-AR1,OOD,Static tools,pairwise,0.6888185654008437,0.6560917721518987,0.721545358649789,0.9875,1.0368760505143328
SIMULATED,Reuse,TD-AR1,OOD,Static tools,top_region,0.7139240506329114,0.6759493670886075,0.7506329113924051,0.9875,1.0368760505143328
SIMULATED,Reuse,TD-AR1,OOD,Static tools,best_of_4,0.5189873417721519,0.43670886075949367,0.5949367088607594,0.9875,1.0368760505143328
SIMULATED,Reuse,TD-AR1,OOD,Static tools,rank_regret,0.2573839662447257,0.21097046413502107,0.30806962025316453,0.9875,1.0368760505143328
SIMULATED,Reuse,TD-AR1,OOD,Prompt optimization,pairwise,0.6993670886075949,0.6645569620253164,0.7341772151898734,0.9875,1.1487190433744472
SIMULATED,Reuse,TD-AR1,OOD,Prompt optimization,top_region,0.7037974683544304,0.6632911392405062,0.740506329113924,0.9875,1.1487190433744472
SIMULATED,Reuse,TD-AR1,OOD,Prompt optimization,best_of_4,0.5379746835443038,0.4620253164556962,0.6139240506329114,0.9875,1.1487190433744472
SIMULATED,Reuse,TD-AR1,OOD,Prompt optimization,rank_regret,0.25316455696202533,0.20253164556962022,0.30168776371308015,0.9875,1.1487190433744472
SIMULATED,Reuse,TD-AR1,OOD,Program search,pairwise,0.7096436058700211,0.6771488469601676,0.7410901467505242,0.99375,1.4196118130839044
SIMULATED,Reuse,TD-AR1,OOD,Program search,top_region,0.7283018867924527,0.6943396226415094,0.761006289308176,0.99375,1.4196118130839044
SIMULATED,Reuse,TD-AR1,OOD,Program search,best_of_4,0.559748427672956,0.48427672955974843,0.6415094339622641,0.99375,1.4196118130839044
SIMULATED,Reuse,TD-AR1,OOD,Program search,rank_regret,0.25576519916142554,0.20125786163522014,0.3081761006289308,0.99375,1.4196118130839044
SIMULATED,Reuse,TD-AR1,OOD,ERA,pairwise,0.6666666666666666,0.6322916666666666,0.6989583333333333,1.0,1.5412645306999035
SIMULATED,Reuse,TD-AR1,OOD,ERA,top_region,0.68375,0.64375,0.71875,1.0,1.5412645306999035
SIMULATED,Reuse,TD-AR1,OOD,ERA,best_of_4,0.50625,0.43734375000000003,0.58125,1.0,1.5412645306999035
SIMULATED,Reuse,TD-AR1,OOD,ERA,rank_regret,0.26041666666666663,0.2125,0.3104166666666666,1.0,1.5412645306999035
SIMULATED,Collect,TD-SV2,ID,Single metric,pairwise,0.646875,0.609375,0.6822916666666666,1.0,0.22070630436038616
SIMULATED,Collect,TD-SV2,ID,Single metric,top_region,0.66625,0.62371875,0.70628125,1.0,0.22070630436038616
SIMULATED,Collect,TD-SV2,ID,Single metric,best_of_4,0.45,0.375,0.53125,1.0,0.22070630436038616
SIMULATED,Collect,TD-SV2,ID,Single metric,rank_regret,0.3145833333333333,0.2625,0.3708333333333333,1.0,0.22070630436038616
SIMULATED,Collect,TD-SV2,ID,Metric ensemble,pairwise,0.7,0.665625,0.734375,1.0,0.6365777916442109
SIMULATED,Collect,TD-SV2,ID,Metric ensemble,top_region,0.715,0.6775,0.7525,1.0,0.6365777916442109
SIMULATED,Collect,TD-SV2,ID,Metric ensemble,best_of_4,0.49375,0.41875,0.56875,1.0,0.6365777916442109
SIMULATED,Collect,TD-SV2,ID,Metric ensemble,rank_regret,0.275,0.225,0.3270833333333333,1.0,0.6365777916442109
SIMULATED,Collect,TD-SV2,ID,Static judge,pairwise,0.7395833333333334,0.709375,0.7677083333333334,1.0,0.8180107624134798
SIMULATED,Collect,TD-SV2,ID,Static judge,top_region,0.74375,0.7074999999999999,0.77878125,1.0,0.8180107624134798
SIMULATED,Collect,TD-SV2,ID,Static judge,best_of_4,0.56875,0.49359375000000005,0.64375,1.0,0.8180107624134798
SIMULATED,Collect,TD-SV2,ID,Static judge,rank_regret,0.20416666666666666,0.16458333333333333,0.24791666666666665,1.0,0.8180107624134798
SIMULATED,Collect,TD-SV2,ID,Static tools,pairwise,0.7395833333333333,0.7093489583333333,0.7729166666666666,1.0,1.0196416902470749
SIMULATED,Collect,TD-SV2,ID,Static tools,top_region,0.7449999999999999,0.7112187499999999,0.78,1.0,1.0196416902470749
SIMULATED,Collect,TD-SV2,ID,Static tools,best_of_4,0.50625,0.425,0.58125,1.0,1.0196416902470749
SIMULATED,Collect,TD-SV2,ID,Static tools,rank_regret,0.24583333333333335,0.2,0.2938020833333333,1.0,1.0196416902470749
SIMULATED,Collect,TD-SV2,ID,Prompt optimization,pairwise,0.7500000000000001,0.7204641350210971,0.7774261603375529,0.9875,1.1744336298676377
SIMULATED,Collect,TD-SV2,ID,Prompt optimization,top_region,0.7544303797468354,0.7214873417721518,0.7861075949367088,0.9875,1.1744336298676377
SIMULATED,Collect,TD-SV2,ID,Prompt optimization,best_of_4,0.5063291139240507,0.43037974683544306,0.58876582278481,0.9875,1.1744336298676377
SIMULATED,Collect,TD-SV2,ID,Prompt optimization,rank_regret,0.2552742616033755,0.2088607594936709,0.3016877637130801,0.9875,1.1744336298676377
SIMULATED,Collect,TD-SV2,ID,Program search,pairwise,0.75625,0.725,0.7895833333333333,1.0,1.4187330441515378
SIMULATED,Collect,TD-SV2,ID,Program search,top_region,0.76,0.7262187499999999,0.7924999999999999,1.0,1.4187330441515378
SIMULATED,Collect,TD-SV2,ID,Program search,best_of_4,0.50625,0.425,0.58125,1.0,1.4187330441515378
SIMULATED,Collect,TD-SV2,ID,Program search,rank_regret,0.25,0.2020833333333333,0.29791666666666666,1.0,1.4187330441515378
SIMULATED,Collect,TD-SV2,ID,ERA,pairwise,0.7997903563941299,0.7725104821802934,0.8249737945492661,0.99375,1.5655792614536796
SIMULATED,Collect,TD-SV2,ID,ERA,top_region,0.8037735849056604,0.7710691823899369,0.8352201257861634,0.99375,1.5655792614536796
SIMULATED,Collect,TD-SV2,ID,ERA,best_of_4,0.6226415094339622,0.5471698113207547,0.6981132075471698,0.99375,1.5655792614536796
SIMULATED,Collect,TD-SV2,ID,ERA,rank_regret,0.1761006289308176,0.13626834381551362,0.22012578616352196,0.99375,1.5655792614536796
SIMULATED,Collect,TD-SV2,OOD,Single metric,pairwise,0.6322916666666666,0.5958072916666667,0.6698177083333332,1.0,0.23071559398050442
SIMULATED,Collect,TD-SV2,OOD,Single metric,top_region,0.64125,0.6,0.68125,1.0,0.23071559398050442
SIMULATED,Collect,TD-SV2,OOD,Single metric,best_of_4,0.4,0.325,0.475,1.0,0.23071559398050442
SIMULATED,Collect,TD-SV2,OOD,Single metric,rank_regret,0.32916666666666666,0.28125,0.38125,1.0,0.23071559398050442
SIMULATED,Collect,TD-SV2,OOD,Metric ensemble,pairwise,0.6635220125786163,0.6257861635220126,0.6981132075471698,0.99375,0.6406485278857625
SIMULATED,Collect,TD-SV2,OOD,Metric ensemble,top_region,0.6591194968553459,0.6176100628930818,0.6943396226415094,0.99375,0.6406485278857625
SIMULATED,Collect,TD-SV2,OOD,Metric ensemble,best_of_4,0.4025157232704403,0.3333333333333333,0.4779874213836478,0.99375,0.6406485278857625
SIMULATED,Collect,TD-SV2,OOD,Metric ensemble,rank_regret,0.350104821802935,0.29979035639413,0.4067085953878406,0.99375,0.6406485278857625
SIMULATED,Collect,TD-SV2,OOD,Static judge,pairwise,0.6561844863731656,0.6226153039832285,0.692898322851153,0.99375,0.7927630495886308
SIMULATED,Collect,TD-SV2,OOD,Static judge,top_region,0.670440251572327,0.6276729559748427,0.7081761006289308,0.99375,0.7927630495886308
SIMULATED,Collect,TD-SV2,OOD,Static judge,best_of_4,0.44654088050314467,0.36477987421383645,0.5220125786163522,0.99375,0.7927630495886308
SIMULATED,Collect,TD-SV2,OOD,Static judge,rank_regret,0.3081761006289308,0.25576519916142554,0.3584905660377358,0.99375,0.7927630495886308
SIMULATED,Collect,TD-SV2,OOD,Static tools,pairwise,0.6822916666666667,0.6478906249999999,0.71875,1.0,0.9988520080069977
SIMULATED,Collect,TD-SV2,OOD,Static tools,top_region,0.6875,0.6449687499999999,0.7274999999999999,1.0,0.9988520080069977
SIMULATED,Collect,TD-SV2,OOD,Static tools,best_of_4,0.4625,0.38125,0.5376562499999998,1.0,0.9988520080069977
SIMULATED,Collect,TD-SV2,OOD,Static tools,rank_regret,0.31666666666666665,0.2645833333333333,0.3729166666666666,1.0,0.9988520080069977
SIMULATED,Collect,TD-SV2,OOD,Prompt optimization,pairwise,0.6750524109014675,0.6435796645702306,0.7054507337526205,0.99375,1.1589885649595029
SIMULATED,Collect,TD-SV2,OOD,Prompt optimization,top_region,0.683018867924528,0.6439937106918239,0.7182389937106918,0.99375,1.1589885649595029
SIMULATED,Collect,TD-SV2,OOD,Prompt optimization,best_of_4,0.44654088050314467,0.3710691823899371,0.5220125786163522,0.99375,1.1589885649595029
SIMULATED,Collect,TD-SV2,OOD,Prompt optimization,rank_regret,0.30398322851153037,0.2578616352201258,0.3564465408805031,0.99375,1.1589885649595029
SIMULATED,Collect,TD-SV2,OOD,Program search,pairwise,0.7054507337526207,0.6697851153039832,0.741090146750524,0.99375,1.392469885509076
SIMULATED,Collect,TD-SV2,OOD,Program search,top_region,0.710691823899371,0.6716666666666665,0.7484276729559748,0.99375,1.392469885509076
SIMULATED,Collect,TD-SV2,OOD,Program search,best_of_4,0.5283018867924528,0.4528301886792453,0.6037735849056604,0.99375,1.392469885509076
SIMULATED,Collect,TD-SV2,OOD,Program search,rank_regret,0.24737945492662472,0.20125786163522014,0.29559748427672955,0.99375,1.392469885509076
SIMULATED,Collect,TD-SV2,OOD,ERA,pairwise,0.7354166666666667,0.703125,0.7666927083333333,1.0,1.5230601304646245
SIMULATED,Collect,TD-SV2,OOD,ERA,top_region,0.7449999999999999,0.7074999999999999,0.78125,1.0,1.5230601304646245
SIMULATED,Collect,TD-SV2,OOD,ERA,best_of_4,0.5625,0.4875,0.6375,1.0,1.5230601304646245
SIMULATED,Collect,TD-SV2,OOD,ERA,rank_regret,0.2333333333333333,0.18541666666666667,0.28125,1.0,1.5230601304646245
SIMULATED,Collect,TD-IG3,ID,Single metric,pairwise,0.6466244725738398,0.6128428270042194,0.6824894514767933,0.9875,0.22835354364870314
SIMULATED,Collect,TD-IG3,ID,Single metric,top_region,0.6481012658227847,0.6050632911392405,0.6873734177215189,0.9875,0.22835354364870314
SIMULATED,Collect,TD-IG3,ID,Single metric,best_of_4,0.4050632911392405,0.33544303797468356,0.4811708860759492,0.9875,0.22835354364870314
SIMULATED,Collect,TD-IG3,ID,Single metric,rank_regret,0.3227848101265823,0.2742616033755274,0.37763713080168776,0.9875,0.22835354364870314
SIMULATED,Collect,TD-IG3,ID,Metric ensemble,pairwise,0.684375,0.6478906249999999,0.71875,1.0,0.6617323977916665
SIMULATED,Collect,TD-IG3,ID,Metric ensemble,top_region,0.6912499999999999,0.655,0.72625,1.0,0.6617323977916665
SIMULATED,Collect,TD-IG3,ID,Metric ensemble,best_of_4,0.4875,0.4125,0.5626562499999999,1.0,0.6617323977916665
SIMULATED,Collect,TD-IG3,ID,Metric ensemble,rank_regret,0.28125,0.23125,0.33541666666666664,1.0,0.6617323977916665
SIMULATED,Collect,TD-IG3,ID,Static judge,pairwise,0.6989583333333333,0.66875,0.7291666666666666,1.0,0.8094524669005507
SIMULATED,Collect,TD-IG3,ID,Static judge,top_region,0.7125,0.6787187499999999,0.7474999999999999,1.0,0.8094524669005507
SIMULATED,Collect,TD-IG3,ID,Static judge,best_of_4,0.49375,0.4125,0.575,1.0,0.8094524669005507
SIMULATED,Collect,TD-IG3,ID,Static judge,rank_regret,0.2645833333333333,0.21875,0.3083333333333333,1.0,0.8094524669005507
SIMULATED,Collect,TD-IG3,ID,Static tools,pairwise,0.7354166666666667,0.7020833333333333,0.7666666666666666,1.0,1.0447272324038193
SIMULATED,Collect,TD-IG3,ID,Static tools,top_region,0.7424999999999999,0.70371875,0.7787499999999999,1.0,1.0447272324038193
SIMULATED,Collect,TD-IG3,ID,Static tools,best_of_4,0.58125,0.50625,0.65625,1.0,1.0447272324038193
SIMULATED,Collect,TD-IG3,ID,Static tools,rank_regret,0.225,0.1791145833333333,0.275,1.0,1.0447272324038193
SIMULATED,Collect,TD-IG3,ID,Prompt optimization,pairwise,0.7547169811320754,0.7253406708595388,0.7882599580712787,0.99375,1.1143117435817946
SIMULATED,Collect,TD-IG3,ID,Prompt optimization,top_region,0.769811320754717,0.7333333333333333,0.8062893081761006,0.99375,1.1143117435817946
SIMULATED,Collect,TD-IG3,ID,Prompt optimization,best_of_4,0.6037735849056604,0.5283018867924528,0.6731132075471696,0.99375,1.1143117435817946
SIMULATED,Collect,TD-IG3,ID,Prompt optimization,rank_regret,0.2033542976939203,0.15932914046121593,0.2515723270440251,0.99375,1.1143117435817946
SIMULATED,Collect,TD-IG3,ID,Program search,pairwise,0.7708333333333333,0.7375,0.8020833333333333,1.0,1.3863553706947458
SIMULATED,Collect,TD-IG3,ID,Program search,top_region,0.78125,0.7474999999999999,0.8162499999999999,1.0,1.3863553706947458
SIMULATED,Collect,TD-IG3,ID,Program search,best_of_4,0.675,0.6,0.74375,1.0,1.3863553706947458
SIMULATED,Collect,TD-IG3,ID,Program search,rank_regret,0.1625,0.12291666666666665,0.20416666666666666,1.0,1.3863553706947458
SIMULATED,Collect,TD-IG3,ID,ERA,pairwise,0.7579617834394905,0.7261146496815288,0.7898354564755838,0.98125,1.5779898057908723
SIMULATED,Collect,TD-IG3,ID,ERA,top_region,0.7847133757961783,0.7503184713375796,0.819108280254777,0.98125,1.5779898057908723
SIMULATED,Collect,TD-IG3,ID,ERA,best_of_4,0.5859872611464968,0.515764331210191,0.6624203821656051,0.98125,1.5779898057908723
SIMULATED,Collect,TD-IG3,ID,ERA,rank_regret,0.21231422505307854,0.1634288747346072,0.2611464968152866,0.98125,1.5779898057908723
SIMULATED,Collect,TD-IG3,OOD,Single metric,pairwise,0.6166666666666666,0.5749739583333333,0.6562760416666666,1.0,0.2240003262039766
SIMULATED,Collect,TD-IG3,OOD,Single metric,top_region,0.605,0.5662187499999999,0.6475,1.0,0.2240003262039766
SIMULATED,Collect,TD-IG3,OOD,Single metric,best_of_4,0.35625,0.28125,0.4314062499999999,1.0,0.2240003262039766
SIMULATED,Collect,TD-IG3,OOD,Single metric,rank_regret,0.3770833333333333,0.325,0.4313020833333333,1.0,0.2240003262039766
SIMULATED,Collect,TD-IG3,OOD,Metric ensemble,pairwise,0.671875,0.6354166666666666,0.70625,1.0,0.6326982180098639
SIMULATED,Collect,TD-IG3,OOD,Metric ensemble,top_region,0.6699999999999999,0.6287499999999999,0.7087812499999999,1.0,0.6326982180098639
SIMULATED,Collect,TD-IG3,OOD,Metric ensemble,best_of_4,0.40625,0.33125,0.4875,1.0,0.6326982180098639
SIMULATED,Collect,TD-IG3,OOD,Metric ensemble,rank_regret,0.2958333333333333,0.25416666666666665,0.34375,1.0,0.6326982180098639
SIMULATED,Collect,TD-IG3,OOD,Static judge,pairwise,0.7,0.6604166666666667,0.7375260416666667,1.0,0.7969625267773074
SIMULATED,Collect,TD-IG3,OOD,Static judge,top_region,0.715,0.6725,0.7575,1.0,0.7969625267773074
SIMULATED,Collect,TD-IG3,OOD,Static judge,best_of_4,0.53125,0.45625,0.60625,1.0,0.7969625267773074
SIMULATED,Collect,TD-IG3,OOD,Static judge,rank_regret,0.25,0.2,0.3000520833333333,1.0,0.7969625267773074
SIMULATED,Collect,TD-IG3,OOD,Static tools,pairwise,0.7239583333333333,0.6864583333333334,0.7583593750000001,1.0,1.007347732618166
SIMULATED,Collect,TD-IG3,OOD,Static tools,top_region,0.7387499999999999,0.69625,0.78,1.0,1.007347732618166
SIMULATED,Collect,TD-IG3,OOD,Static tools,best_of_4,0.56875,0.4875,0.65,1.0,1.007347732618166
SIMULATED,Collect,TD-IG3,OOD,Static tools,rank_regret,0.22916666666666666,0.18125,0.2770833333333333,1.0,1.007347732618166
SIMULATED,Collect,TD-IG3,OOD,Prompt optimization,pairwise,0.7291666666666666,0.6989583333333333,0.7583593750000001,1.0,1.1278601584734669
SIMULATED,Collect,TD-IG3,OOD,Prompt optimization,top_region,0.755,0.72,0.7874999999999999,1.0,1.1278601584734669
SIMULATED,Collect,TD-IG3,OOD,Prompt optimization,best_of_4,0.5875,0.50625,0.6625,1.0,1.1278601584734669
SIMULATED,Collect,TD-IG3,OOD,Prompt optimization,rank_regret,0.2,0.15828124999999996,0.24375,1.0,1.1278601584734669
SIMULATED,Collect,TD-IG3,OOD,Program search,pairwise,0.7331223628691982,0.7035864978902953,0.7647943037974684,0.9875,1.4230557453096244
SIMULATED,Collect,TD-IG3,OOD,Program search,top_region,0.7594936708860759,0.7227848101265824,0.7911392405063291,0.9875,1.4230557453096244
SIMULATED,Collect,TD-IG3,OOD,Program search,best_of_4,0.5822784810126582,0.5,0.6582278481012658,0.9875,1.4230557453096244
SIMULATED,Collect,TD-IG3,OOD,Program search,rank_regret,0.2172995780590717,0.16877637130801687,0.2616033755274262,0.9875,1.4230557453096244
SIMULATED,Collect,TD-IG3,OOD,ERA,pairwise,0.7822916666666666,0.7520833333333333,0.8104166666666666,1.0,1.5648318527970555
SIMULATED,Collect,TD-IG3,OOD,ERA,top_region,0.7924999999999999,0.7575,0.8262499999999999,1.0,1.5648318527970555
SIMULATED,Collect,TD-IG3,OOD,ERA,best_of_4,0.6125,0.54375,0.6875,1.0,1.5648318527970555
SIMULATED,Collect,TD-IG3,OOD,ERA,rank_regret,0.175,0.1375,0.2125,1.0,1.5648318527970555
SIMULATED,Collect,TD-TG2,ID,Single metric,pairwise,0.6583333333333333,0.6239322916666666,0.6916666666666667,1.0,0.22789658497257367
SIMULATED,Collect,TD-TG2,ID,Single metric,top_region,0.675,0.63375,0.7125,1.0,0.22789658497257367
SIMULATED,Collect,TD-TG2,ID,Single metric,best_of_4,0.45,0.36875,0.53125,1.0,0.22789658497257367
SIMULATED,Collect,TD-TG2,ID,Single metric,rank_regret,0.3104166666666667,0.2583333333333333,0.36041666666666666,1.0,0.22789658497257367
SIMULATED,Collect,TD-TG2,ID,Metric ensemble,pairwise,0.6875,0.6552083333333334,0.7239583333333333,1.0,0.6423500603391672
SIMULATED,Collect,TD-TG2,ID,Metric ensemble,top_region,0.69375,0.65625,0.73,1.0,0.6423500603391672
SIMULATED,Collect,TD-TG2,ID,Metric ensemble,best_of_4,0.525,0.45,0.60625,1.0,0.6423500603391672
SIMULATED,Collect,TD-TG2,ID,Metric ensemble,rank_regret,0.25625,0.2103645833333333,0.3020833333333333,1.0,0.6423500603391672
SIMULATED,Collect,TD-TG2,ID,Static judge,pairwise,0.7041666666666666,0.66875,0.7375,1.0,0.7827641504680793
SIMULATED,Collect,TD-TG2,ID,Static judge,top_region,0.70875,0.6699999999999999,0.74628125,1.0,0.7827641504680793
SIMULATED,Collect,TD-TG2,ID,Static judge,best_of_4,0.5875,0.50625,0.6625,1.0,0.7827641504680793
SIMULATED,Collect,TD-TG2,ID,Static judge,rank_regret,0.24166666666666664,0.19375,0.2895833333333333,1.0,0.7827641504680793
SIMULATED,Collect,TD-TG2,ID,Static tools,pairwise,0.7091295116772824,0.6740976645435245,0.743099787685775,0.98125,1.0462335797753581
SIMULATED,Collect,TD-TG2,ID,Static tools,top_region,0.715923566878981,0.6789490445859873,0.7541401273885349,0.98125,1.0462335797753581
SIMULATED,Collect,TD-TG2,ID,Static tools,best_of_4,0.5222929936305732,0.445859872611465,0.5987261146496815,0.98125,1.0462335797753581
SIMULATED,Collect,TD-TG2,ID,Static tools,rank_regret,0.24628450106157107,0.20164543524416131,0.2951698513800424,0.98125,1.0462335797753581
SIMULATED,Collect,TD-TG2,ID,Prompt optimization,pairwise,0.7180293501048217,0.6855345911949685,0.7463574423480084,0.99375,1.1599830632885233
SIMULATED,Collect,TD-TG2,ID,Prompt optimization,top_region,0.7295597484276729,0.6955974842767295,0.7648113207547169,0.99375,1.1599830632885233
SIMULATED,Collect,TD-TG2,ID,Prompt optimization,best_of_4,0.5534591194968553,0.4716981132075472,0.6289308176100629,0.99375,1.1599830632885233
SIMULATED,Collect,TD-TG2,ID,Prompt optimization,rank_regret,0.2285115303983228,0.18658280922431864,0.27672955974842767,0.99375,1.1599830632885233
SIMULATED,Collect,TD-TG2,ID,Program search,pairwise,0.753125,0.7239583333333334,0.7822916666666666,1.0,1.3885142561246397
SIMULATED,Collect,TD-TG2,ID,Program search,top_region,0.7675000000000001,0.7387187499999999,0.7987499999999998,1.0,1.3885142561246397
SIMULATED,Collect,TD-TG2,ID,Program search,best_of_4,0.5375,0.4625,0.6125,1.0,1.3885142561246397
SIMULATED,Collect,TD-TG2,ID,Program search,rank_regret,0.23125,0.1833333333333333,0.2791666666666667,1.0,1.3885142561246397
SIMULATED,Collect,TD-TG2,ID,ERA,pairwise,0.7291666666666667,0.6989583333333333,0.7625,1.0,1.5859457261150207
SIMULATED,Collect,TD-TG2,ID,ERA,top_region,0.74125,0.7049999999999998,0.7762499999999999,1.0,1.5859457261150207
SIMULATED,Collect,TD-TG2,ID,ERA,best_of_4,0.5875,0.51875,0.66875,1.0,1.5859457261150207
SIMULATED,Collect,TD-TG2,ID,ERA,rank_regret,0.2208333333333333,0.17708333333333331,0.26875,1.0,1.5859457261150207
SIMULATED,Collect,TD-TG2,OOD,Single metric,pairwise,0.6142557651991614,0.5754716981132075,0.6519916142557651,0.99375,0.22930527800201558
SIMULATED,Collect,TD-TG2,OOD,Single metric,top_region,0.6238993710691824,0.5848742138364779,0.6641823899371069,0.99375,0.22930527800201558
SIMULATED,Collect,TD-TG2,OOD,Single metric,best_of_4,0.37735849056603776,0.3018867924528302,0.4528301886792453,0.99375,0.22930527800201558
SIMULATED,Collect,TD-TG2,OOD,Single metric,rank_regret,0.3626834381551363,0.3060796645702306,0.41719077568134166,0.99375,0.22930527800201558
SIMULATED,Collect,TD-TG2,OOD,Metric ensemble,pairwise,0.6477987421383647,0.6131813417190776,0.6844863731656183,0.99375,0.6427532594727103
SIMULATED,Collect,TD-TG2,OOD,Metric ensemble,top_region,0.6654088050314466,0.6264150943396226,0.7044025157232704,0.99375,0.6427532594727103
SIMULATED,Collect,TD-TG2,OOD,Metric ensemble,best_of_4,0.42138364779874216,0.3457547169811321,0.4968553459119497,0.99375,0.6427532594727103
SIMULATED,Collect,TD-TG2,OOD,Metric ensemble,rank_regret,0.3438155136268344,0.2893081761006289,0.4025157232704402,0.99375,0.6427532594727103
SIMULATED,Collect,TD-TG2,OOD,Static judge,pairwise,0.6761006289308176,0.6415094339622641,0.7127882599580714,0.99375,0.7818735679429321
SIMULATED,Collect,TD-TG2,OOD,Static judge,top_region,0.680503144654088,0.6389937106918239,0.720754716981132,0.99375,0.7818735679429321
SIMULATED,Collect,TD-TG2,OOD,Static judge,best_of_4,0.4528301886792453,0.3710691823899371,0.5345911949685535,0.99375,0.7818735679429321
SIMULATED,Collect,TD-TG2,OOD,Static judge,rank_regret,0.29979035639413,0.24947589098532494,0.35225366876310266,0.99375,0.7818735679429321
SIMULATED,Collect,TD-TG2,OOD,Static tools,pairwise,0.7041666666666667,0.6739583333333334,0.734375,1.0,1.0625470038705387
SIMULATED,Collect,TD-TG2,OOD,Static tools,top_region,0.71875,0.68375,0.7549999999999999,1.0,1.0625470038705387
SIMULATED,Collect,TD-TG2,OOD,Static tools,best_of_4,0.54375,0.4625,0.61875,1.0,1.0625470038705387
SIMULATED,Collect,TD-TG2,OOD,Static tools,rank_regret,0.23541666666666666,0.19166666666666665,0.2833333333333333,1.0,1.0625470038705387
SIMULATED,Collect,TD-TG2,OOD,Prompt optimization,pairwise,0.6729559748427673,0.6362683438155136,0.7075471698113207,0.99375,1.165960723255686
SIMULATED,Collect,TD-TG2,OOD,Prompt optimization,top_region,0.6893081761006289,0.6503144654088051,0.7295597484276729,0.99375,1.165960723255686
SIMULATED,Collect,TD-TG2,OOD,Prompt optimization,best_of_4,0.4591194968553459,0.3836477987421384,0.5345911949685535,0.99375,1.165960723255686
SIMULATED,Collect,TD-TG2,OOD,Prompt optimization,rank_regret,0.29979035639412993,0.24737945492662472,0.350104821802935,0.99375,1.165960723255686
SIMULATED,Collect,TD-TG2,OOD,Program search,pairwise,0.6932059447983016,0.6549893842887473,0.7292993630573248,0.98125,1.4149364301053633
SIMULATED,Collect,TD-TG2,OOD,Program search,top_region,0.7095541401273885,0.6662420382165605,0.754171974522293,0.98125,1.4149364301053633
SIMULATED,Collect,TD-TG2,OOD,Program search,best_of_4,0.554140127388535,0.47770700636942676,0.6369426751592356,0.98125,1.4149364301053633
SIMULATED,Collect,TD-TG2,OOD,Program search,rank_regret,0.2462845010615711,0.1932059447983015,0.30360934182590227,0.98125,1.4149364301053633
SIMULATED,Collect,TD-TG2,OOD,ERA,pairwise,0.675,0.6405989583333334,0.709375,1.0,1.5202279301742576
SIMULATED,Collect,TD-TG2,OOD,ERA,top_region,0.6900000000000001,0.65,0.72875,1.0,1.5202279301742576
SIMULATED,Collect,TD-TG2,OOD,ERA,best_of_4,0.525,0.45,0.60625,1.0,1.5202279301742576
SIMULATED,Collect,TD-TG2,OOD,ERA,rank_regret,0.2729166666666667,0.22083333333333335,0.325,1.0,1.5202279301742576
SIMULATED,Collect,TD-AR2,ID,Single metric,pairwise,0.6802083333333333,0.6437239583333334,0.7166666666666666,1.0,0.22516190387278714
SIMULATED,Collect,TD-AR2,ID,Single metric,top_region,0.68125,0.64121875,0.72,1.0,0.22516190387278714
SIMULATED,Collect,TD-AR2,ID,Single metric,best_of_4,0.45625,0.38125,0.5375,1.0,0.22516190387278714
SIMULATED,Collect,TD-AR2,ID,Single metric,rank_regret,0.2895833333333333,0.23958333333333331,0.3395833333333333,1.0,0.22516190387278714
