provenance,setting,policy,synthetic_run,human_units,anchor_units,agreement_pct
SIMULATED,Collect,Multi-source,4,200,10,80.08099305511068
SIMULATED,Collect,Multi-source,5,20,10,64.17645820785184
SIMULATED,Collect,Multi-source,5,50,10,68.25324880910175
SIMULATED,Collect,Multi-source,5,100,10,75.28998002178051
SIMULATED,Collect,Multi-source,5,200,10,75.29091054441382
SIMULATED,Collect,Multi-source,6,20,10,64.24348545723592
SIMULATED,Collect,Multi-source,6,50,10,72.29097521333195
SIMULATED,Collect,Multi-source,6,100,10,76.1276335132286
SIMULATED,Collect,Multi-source,6,200,10,77.39634951647884
SIMULATED,Collect,Multi-source,7,20,10,64.14578226616251
SIMULATED,Collect,Multi-source,7,50,10,69.03212583651339
SIMULATED,Collect,Multi-source,7,100,10,76.0525199615702
SIMULATED,Collect,Multi-source,7,200,10,77.3813072279846
SIMULATED,Collect,Multi-source,8,20,10,62.64659443461042
SIMULATED,Collect,Multi-source,8,50,10,70.18831542627358
SIMULATED,Collect,Multi-source,8,100,10,76.68394065391473
SIMULATED,Collect,Multi-source,8,200,10,79.03209564654999
SIMULATED,Collect,Multi-source,9,20,10,62.04043284159587
SIMULATED,Collect,Multi-source,9,50,10,67.74837402894855
SIMULATED,Collect,Multi-source,9,100,10,76.51880160166982
SIMULATED,Collect,Multi-source,9,200,10,77.73091854004136
SIMULATED,Collect,Multi-source,10,20,10,64.70589733614297
SIMULATED,Collect,Multi-source,10,50,10,68.75991627763845
SIMULATED,Collect,Multi-source,10,100,10,75.62834713660105
SIMULATED,Collect,Multi-source,10,200,10,76.73082050950725
SIMULATED,Collect,Multi-source,11,20,10,61.616526098510754
SIMULATED,Collect,Multi-source,11,50,10,69.84672455898593
SIMULATED,Collect,Multi-source,11,100,10,78.60979485015737
SIMULATED,Collect,Multi-source,11,200,10,77.264105985197
