provenance,setting,domain,component,input_group,delta_pp
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0115,1.0659837281760116
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0116,-7.876481629666779
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0117,4.928519503823426
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0118,-5.21561095613745
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0119,-1.5054859684108721
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0120,-3.4817924466478156
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0121,-0.5542342291851846
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0122,-6.855678670294619
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0123,-4.616616293281521
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0124,2.607387797719328
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0125,7.1378120433678545
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0126,-6.897916198302253
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0127,7.842542365276357
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0128,0.8976337322272182
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0129,-3.5469340610046083
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0130,-6.43376901342506
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0131,0.3954469554170418
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0132,11.823764016078435
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0133,-1.4440766491624641
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0134,3.228851016975375
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0135,-2.3960799833012567
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0136,-3.7320108309256708
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0137,-3.0969601583891384
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0138,1.4130300221430678
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0139,1.8803463691188753
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0140,1.472362007830271
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0141,-1.927175149869465
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0142,-0.5807332252013732
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0143,-3.461398023771866
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0144,-3.1152982440593058
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0145,-5.532471678539728
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0146,-0.951029849917778
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0147,-4.2161243862512805
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0148,2.246386429099571
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0149,-0.0920038051832529
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0150,-1.2768291102994325
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0151,-3.5596807631710674
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0152,-1.515126800804088
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0153,-6.039598276276978
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0154,-0.8490194610702261
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0155,-0.12606512417729931
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0156,0.593010840604989
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0157,-12.375487862671383
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0158,-9.10016199845449
SIMULATED,Reuse,TD-SV4,G,SIM-ABL-0-0159,11.95258621963036
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0000,-0.49669790368534184
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0001,-0.07859313413973257
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0002,6.440358748629022
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0003,-4.507401620525952
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0004,-8.687725395601511
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0005,6.273934471226065
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0006,1.9221785974231875
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0007,1.4769380884715204
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0008,9.771960519360105
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0009,2.6416931050827124
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0010,5.931255312320799
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0011,-8.824571026538802
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0012,-6.571114686283355
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0013,-6.462748885546656
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0014,1.2575542624847726
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0015,-2.4811730709714723
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0016,8.77835435113407
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0017,7.654408287231311
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0018,-2.3280007919224683
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0019,-4.3733362952311765
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0020,-2.4043105502794138
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0021,1.98431544601736
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0022,-2.207580181149082
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0023,-0.2530660771581068
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0024,-1.6279023511432222
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0025,6.531497446463932
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0026,2.4879267655538033
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0027,2.4199933065176045
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0028,0.17102406126994785
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0029,1.6355340582214999
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0030,6.40118400903577
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0031,-7.362284562465453
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0032,0.03640770023630879
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0033,-5.47270079305588
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0034,2.8564181724084157
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0035,2.3230437511177007
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0036,-1.86067104125775
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0037,1.9208927888063885
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0038,-1.0278369554893727
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0039,-13.438677793553532
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0040,0.04765745742959626
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0041,3.3474366970155707
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0042,0.3875583624217229
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0043,-2.0302750829318494
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0044,15.435441291250822
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0045,-4.872919901199804
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0046,9.636428454124124
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0047,-13.180482556639875
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0048,6.035295562648091
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0049,4.37608375191241
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0050,6.786590825351082
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0051,1.4731290364206804
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0052,2.767069630517213
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0053,-2.316579456310048
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0054,11.193616508139018
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0055,-4.2318385335547735
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0056,8.130939024508521
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0057,11.681077372948213
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0058,15.527531256199719
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0059,-10.969322311492373
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0060,1.142201461093384
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0061,19.765974521326676
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0062,-0.6671927299930402
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0063,-0.04855897784879781
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0064,8.634745245916283
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0065,17.464937535778958
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0066,1.3170260413285069
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0067,3.47788334073528
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0068,8.644617488451527
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0069,5.8729983460228254
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0070,15.647370047804225
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0071,-8.667062351400144
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0072,-1.4325858912026552
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0073,12.498828664814742
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0074,4.264275499210343
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0075,0.3068336370158147
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0076,15.778774164632223
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0077,11.753950160677165
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0078,-5.327407841864915
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0079,15.752394900575128
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0080,-1.1188987853745003
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0081,8.757108421738058
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0082,-1.9257415483020655
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0083,12.012485463560266
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0084,4.93845985853971
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0085,17.55832053100641
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0086,-0.08923886098600442
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0087,6.413880954588699
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0088,-0.5923899438308435
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0089,-4.668448085895728
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0090,5.705717919042796
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0091,11.416300141585761
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0092,1.395904001819692
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0093,1.895966138874724
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0094,-8.482287148146824
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0095,2.272094737518155
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0096,0.48507890711414237
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0097,1.9373877465904996
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0098,-0.9525825214254553
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0099,-3.523801641037647
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0100,2.945782768541289
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0101,-0.3242719472137121
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0102,5.7697786727778375
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0103,7.229991789686677
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0104,5.218471731781368
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0105,-2.8833981296502125
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0106,-5.802952549016426
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0107,3.812036061157312
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0108,-2.3184714165107936
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0109,8.901925339058497
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0110,8.40402314507738
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0111,4.135321746720409
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0112,10.709731244220965
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0113,-10.825401407781298
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0114,-0.4476116053996875
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0115,6.618873436919596
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0116,10.023920894379641
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0117,3.462282242640964
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0118,-2.7589594096862835
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0119,1.6897163434419746
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0120,-20.541332092181023
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0121,11.369984377208075
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0122,18.068078976734835
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0123,11.23215961480272
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0124,2.162713067826857
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0125,-6.879956503793016
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0126,-6.006655455417171
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0127,3.9760935081203557
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0128,-4.976473519730533
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0129,6.021599160447391
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0130,9.26417655561489
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0131,2.0023771906163663
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0132,1.2010051058402964
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0133,-2.332611452300771
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0134,4.7621257602919815
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0135,-2.741808565997957
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0136,2.026036989610848
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0137,-2.970647996688115
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0138,2.1106447670147577
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0139,12.65852320527173
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0140,4.259484554812995
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0141,-5.235616311905044
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0142,-4.392766447979495
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0143,3.760830047979186
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0144,8.022003040626117
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0145,-9.40256854016372
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0146,-0.6153634326196835
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0147,0.5915301771004082
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0148,8.141880594394484
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0149,-3.4134780263860693
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0150,2.3584894050972887
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0151,-11.99903763564011
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0152,-4.7485339504460455
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0153,6.465667930277306
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0154,-8.128327692433071
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0155,-7.2721948957548825
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0156,0.6696745421757158
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0157,-2.586977708894672
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0158,-3.7599210166545487
SIMULATED,Reuse,TD-IG1,A,SIM-ABL-1-0159,12.164464167309896
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0000,5.98918300956602
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0001,8.693438850424826
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0002,-2.0754223073333566
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0003,-0.8730171655821828
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0004,-16.205600989394036
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0005,11.100758458533104
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0006,5.092198796899302
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0007,4.925799546568555
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0008,8.961786172363338
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0009,6.08325556035931
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0010,0.13608232431327003
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0011,2.2292201993954777
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0012,-10.501834877167454
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0013,-8.140033636604773
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0014,6.529538468653947
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0015,-10.680988405475635
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0016,17.133047044494095
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0017,2.9112389466439104
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0018,6.2746240123307535
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0019,0.23032895287004604
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0020,3.58674553042303
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0021,2.5326227514342063
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0022,-2.400704116003725
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0023,0.020517937814548193
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0024,3.723034554124419
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0025,5.041401584025878
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0026,-5.655483755629555
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0027,8.66085793052915
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0028,-0.37380997820330714
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0029,1.4441634122890967
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0030,-0.25986184599743306
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0031,1.5099087077374442
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0032,-6.962545866825147
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0033,1.463323387816206
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0034,-7.187739143550802
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0035,4.183513880095313
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0036,2.270663313079577
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0037,-1.182565994750806
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0038,2.7009463344634583
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0039,9.412781350263511
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0040,-0.684471585671657
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0041,1.4422320048137474
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0042,4.534478431268946
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0043,-12.892705254206627
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0044,6.54030677987631
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0045,2.5134923658197565
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0046,-4.78307305533709
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0047,9.687025556520677
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0048,0.7522401767083504
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0049,-6.436669288518722
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0050,8.076894539018086
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0051,11.332437870324355
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0052,17.43815711554183
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0053,-4.385518191526575
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0054,-11.19700624585047
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0055,4.30366603772894
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0056,3.5135719793812314
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0057,0.8029593319297883
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0058,0.6971622575285708
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0059,-8.255389952260341
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0060,0.822124904823101
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0061,-3.9717877682971423
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0062,-26.72337636036652
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0063,4.105934035015345
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0064,1.9828586244463995
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0065,-0.7823686450815246
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0066,-4.8813009520250334
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0067,-16.26803359964829
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0068,14.341941158138013
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0069,-4.4937898572130255
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0070,0.9319183571299279
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0071,0.13290081600485468
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0072,-19.59548826654966
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0073,9.248777816484548
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0074,0.19539753618806333
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0075,-2.2630236558036065
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0076,3.7434412810540016
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0077,1.9127001275389053
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0078,-1.9052512217089268
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0079,-2.374474180332889
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0080,-0.020768783913654554
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0081,0.9616651702478789
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0082,-2.7230280925428207
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0083,-7.338173521527653
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0084,6.301107524213717
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0085,8.77324371644409
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0086,2.8354281590983805
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0087,0.5425042976341865
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0088,-1.226307635725318
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0089,8.582342286114086
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0090,-7.13230021727551
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0091,15.062066520555984
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0092,2.750467022479811
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0093,10.423976552634011
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0094,-2.6011152297246407
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0095,-15.319539414739726
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0096,14.131635548043343
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0097,-4.372988627298881
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0098,11.815712360756832
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0099,-0.8762379847257575
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0100,-5.67413168830775
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0101,-11.620220449185258
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0102,12.793731657207141
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0103,-13.646850994518786
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0104,-9.067779736585836
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0105,-4.079432101520099
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0106,-2.060303801055234
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0107,-1.6546053282145785
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0108,15.507394174943384
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0109,0.5186847021345293
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0110,11.227003781588495
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0111,-1.2245066292530764
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0112,-10.75520447548678
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0113,0.4380136489367017
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0114,10.986649203358798
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0115,-10.707467056017606
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0116,-3.1222593707545285
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0117,-12.08326474105641
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0118,-4.635632485337666
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0119,1.5442958622449035
SIMULATED,Reuse,TD-IG1,K,SIM-ABL-1-0120,8.048594831752716
